id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-235-08-A,"{""question"": ""What are the factors that predict the risk of tamponade in a patient with acute pericarditis?"", ""option_a"": ""Fever > 38\u00b0C and symptoms present for several weeks"", ""option_b"": ""Immunocompromised patients and patients on oral anticoagulants"", ""option_c"": ""Abundant pericardial effusion (>20mm) and resistance to anti-inflammatory treatment"", ""option_d"": ""Hyperalgesic patient despite first dose of NSAIDs and associated myocarditis"", ""correct_option"": ""B""}",,What are the factors that predict the risk of tamponade in a patient with acute pericarditis?,Fever > 38°C and symptoms present for several weeks,Immunocompromised patients and patients on oral anticoagulants,Abundant pericardial effusion (>20mm) and resistance to anti-inflammatory treatment,Hyperalgesic patient despite first dose of NSAIDs and associated myocarditis,b
OIC-353-11-B,"{""question"": ""What is a key step to take in the event of a proven suicidal crisis in older adults?"", ""option_a"": ""Systematic search for comorbid psychiatric disorders"", ""option_b"": ""Removal of access to the means"", ""option_c"": ""Systematic psychosocial assessment"", ""option_d"": ""Think of physical pain and/or abuse in the event of any recent change in behaviour"", ""correct_option"": ""B""}",Management,What is a key step to take in the event of a proven suicidal crisis in older adults?,Systematic search for comorbid psychiatric disorders,Removal of access to the means,Systematic psychosocial assessment,Think of physical pain and/or abuse in the event of any recent change in behaviour,b
OIC-157-04-A,"{""question"": ""What is the common entry point for Staphylococcus aureus and coagulase-negative staphylococci in cases of bacteremia?"", ""option_a"": ""Urinary tract"", ""option_b"": ""Oral cavity"", ""option_c"": ""Skin and vascular catheter"", ""option_d"": ""Lung, meninges, ENT"", ""correct_option"": ""C""}",Etiologies,What is the common entry point for Staphylococcus aureus and coagulase-negative staphylococci in cases of bacteremia?,Urinary tract,Oral cavity,Skin and vascular catheter,"Lung, meninges, ENT",c
OIC-049-10-A,"{""question"": ""What is a key factor in diagnosing precocious puberty?"", ""option_a"": ""Analysis of growth rate (curve) and pubertal stage (Tanner) alone"", ""option_b"": ""Family or personal history (IUGR, neurological history, adoption, neurofibromatosis type 1 (NF1)) and visual signs or signs of HTIC (headache, nausea, morning vomiting)"", ""option_c"": ""Parental heights with calculation of genetic target height and pubertal ages of parents and siblings"", ""option_d"": ""Age at menarche of mother and skin spots alone"", ""correct_option"": ""A""}",Positive diagnosis,What is a key factor in diagnosing precocious puberty?,Analysis of growth rate (curve) and pubertal stage (Tanner) alone,"Family or personal history (IUGR, neurological history, adoption, neurofibromatosis type 1 (NF1)) and visual signs or signs of HTIC (headache, nausea, morning vomiting)",Parental heights with calculation of genetic target height and pubertal ages of parents and siblings,Age at menarche of mother and skin spots alone,a
OIC-176-05-A,"{""question"": ""What is a common characteristic of viral watery diarrhoea in children?"", ""option_a"": ""It is often accompanied by abdominal pain"", ""option_b"": ""It is often accompanied by fever, especially rotavirus"", ""option_c"": ""It is often accompanied by vomiting"", ""option_d"": ""It is often accompanied by blood in stool"", ""correct_option"": ""B""}",Positive diagnosis,What is a common characteristic of viral watery diarrhoea in children?,It is often accompanied by abdominal pain,"It is often accompanied by fever, especially rotavirus",It is often accompanied by vomiting,It is often accompanied by blood in stool,b
OIC-245-18-B,"{""question"": ""What are the causes of decompensation in treated adrenal insufficiency?"", ""option_a"": ""Inadequate hydrocortisone treatment"", ""option_b"": ""Any intercurrent pathology such as infection, surgery, or intense physical effort"", ""option_c"": ""Failure to take hydrocortisone medication as prescribed"", ""option_d"": ""Prolonged use of corticosteroid medications"", ""correct_option"": ""B""}",Etiologies,What are the causes of decompensation in treated adrenal insufficiency?,Inadequate hydrocortisone treatment,"Any intercurrent pathology such as infection, surgery, or intense physical effort",Failure to take hydrocortisone medication as prescribed,Prolonged use of corticosteroid medications,b
OIC-162-01-A,"{""question"": ""What are the main sites of infection for Neisseria gonorrhoeae?"", ""option_a"": ""Only the urethra"", ""option_b"": ""Only the cervix and vagina"", ""option_c"": ""The urethra, cervix and vagina, and the throat"", ""option_d"": ""The anorectum and oropharynx only"", ""correct_option"": ""C""}",Etiologies,What are the main sites of infection for Neisseria gonorrhoeae?,Only the urethra,Only the cervix and vagina,"The urethra, cervix and vagina, and the throat",The anorectum and oropharynx only,c
OIC-310-03-A,"{""question"": ""What are the known risk factors for prostate cancer?"", ""option_a"": ""Age, genetic factors, and environmental factors"", ""option_b"": ""Age, genetic factors, ethnic origin, and metabolic syndrome"", ""option_c"": ""Age, genetic factors, ethnic origin, and lifestyle factors"", ""option_d"": ""Age, genetic factors, ethnic origin, and family history of breast cancer"", ""correct_option"": ""B""}",Etiologies,What are the known risk factors for prostate cancer?,"Age, genetic factors, and environmental factors","Age, genetic factors, ethnic origin, and metabolic syndrome","Age, genetic factors, ethnic origin, and lifestyle factors","Age, genetic factors, ethnic origin, and family history of breast cancer",b
OIC-247-16-A,"{""question"": ""What is the characteristic of blood glucose level in hyperosmolar coma?"", ""option_a"": ""Blood glucose level is often < 250 mg/dl"", ""option_b"": ""Blood glucose level is often > 30 mmol/l (6 g/l)"", ""option_c"": ""Blood glucose level is often between 250-500 mg/dl"", ""option_d"": ""Blood glucose level is often < 150 mg/dl"", ""correct_option"": ""B""}",Identification of the emergency,What is the characteristic of blood glucose level in hyperosmolar coma?,Blood glucose level is often < 250 mg/dl,Blood glucose level is often > 30 mmol/l (6 g/l),Blood glucose level is often between 250-500 mg/dl,Blood glucose level is often < 150 mg/dl,b
OIC-302-08-A,"{""question"": ""What are the two main categories of nevi?"", ""option_a"": ""Melanocytic, congenital, and acquired nevi"", ""option_b"": ""Common melanocytic/pigmentary/acquired nevi and melanoma"", ""option_c"": ""Congenital nevi and blue nevi"", ""option_d"": ""Benign and malignant nevi"", ""correct_option"": ""A""}",Definition,What are the two main categories of nevi?,"Melanocytic, congenital, and acquired nevi",Common melanocytic/pigmentary/acquired nevi and melanoma,Congenital nevi and blue nevi,Benign and malignant nevi,a
OIC-226-10-A,"{""question"": ""What is the recommended initial management for a patient with non-severe PE?"", ""option_a"": ""Admit the patient to the hospital for close monitoring and treatment"", ""option_b"": ""Start anticoagulant treatment immediately without heparin phase, as outpatient"", ""option_c"": ""Perform diagnostic imaging before starting anticoagulant treatment"", ""option_d"": ""Prescribe unfractionated heparin as the initial treatment"", ""correct_option"": ""B""}",,What is the recommended initial management for a patient with non-severe PE?,Admit the patient to the hospital for close monitoring and treatment,"Start anticoagulant treatment immediately without heparin phase, as outpatient",Perform diagnostic imaging before starting anticoagulant treatment,Prescribe unfractionated heparin as the initial treatment,b
OIC-245-21-B,"{""question"": ""What is the recommended increase in hydrocortisone dose in cases of stress in adults?"", ""option_a"": ""Increase the dose by 50% of the normal dose"", ""option_b"": ""Increase the dose to a minimum of 60 mg per 24 hours in three or four doses"", ""option_c"": ""Increase the dose by 25% of the normal dose at night only"", ""option_d"": ""Increase the dose by 100% of the normal dose"", ""correct_option"": ""B""}",,What is the recommended increase in hydrocortisone dose in cases of stress in adults?,Increase the dose by 50% of the normal dose,Increase the dose to a minimum of 60 mg per 24 hours in three or four doses,Increase the dose by 25% of the normal dose at night only,Increase the dose by 100% of the normal dose,b
OIC-145-03-B,"{""question"": ""In France, infectious disease surveillance is mainly carried out by:"", ""option_a"": ""The Ministry of Health"", ""option_b"": ""Sant\u00e9 Publique France, the Regional Health Agencies (ARS), and the National Reference Centres (CNR)"", ""option_c"": ""The National Public Health Network (RNSP) and the Cellules InterR\u00e9gionales d'Epid\u00e9miologie (CIRE)"", ""option_d"": ""The World Health Organization (WHO)"", ""correct_option"": ""B""}",Definition,"In France, infectious disease surveillance is mainly carried out by:",The Ministry of Health,"Santé Publique France, the Regional Health Agencies (ARS), and the National Reference Centres (CNR)",The National Public Health Network (RNSP) and the Cellules InterRégionales d'Epidémiologie (CIRE),The World Health Organization (WHO),b
OIC-256-02-B,"{""question"": ""What are the conditions that contraindicate physical education in schools, requiring a medical certificate for exemption?"", ""option_a"": ""Chronic illnesses in compensation, permanent disabilities preventing certain activities, or severe malnutrition"", ""option_b"": ""Acute illnesses that contraindicate effort or the use of a limb, such as a fracture while it heals"", ""option_c"": ""Temporary disabilities that do not prevent participation in physical education"", ""option_d"": ""Mental health conditions that do not require medical attention"", ""correct_option"": ""A""}",,"What are the conditions that contraindicate physical education in schools, requiring a medical certificate for exemption?","Chronic illnesses in compensation, permanent disabilities preventing certain activities, or severe malnutrition","Acute illnesses that contraindicate effort or the use of a limb, such as a fracture while it heals",Temporary disabilities that do not prevent participation in physical education,Mental health conditions that do not require medical attention,a
OIC-045-02-B,"{""question"": ""What is the recommended approach when informing parents that their child has been diagnosed with a genetic disease?"", ""option_a"": ""List all possible complications and disabilities associated with the disease to prepare the parents for the worst-case scenario."", ""option_b"": ""Focus on short-term objectives and value the child's skills to help them cope with the diagnosis."", ""option_c"": ""Immediately start making long-term plans for the child's care, including potential institutionalization."", ""option_d"": ""Avoid discussing the diagnosis with the parents and let them discover the news on their own."", ""correct_option"": ""B""}",Definition,What is the recommended approach when informing parents that their child has been diagnosed with a genetic disease?,List all possible complications and disabilities associated with the disease to prepare the parents for the worst-case scenario.,Focus on short-term objectives and value the child's skills to help them cope with the diagnosis.,"Immediately start making long-term plans for the child's care, including potential institutionalization.",Avoid discussing the diagnosis with the parents and let them discover the news on their own.,b
OIC-312-10-B,"{""question"": ""What is the characteristic that distinguishes benign tumours from malignant tumours?"", ""option_a"": ""Well-defined contours, slow growth, and local evolution limited to the breast"", ""option_b"": ""Rapid growth, irregular contours, and invasion of surrounding tissues"", ""option_c"": ""Painless, well-limited, mobile masses with a firm consistency"", ""option_d"": ""Painful, soft, and tender masses with suspicious axillary adenopathy"", ""correct_option"": ""A""}",Definition,What is the characteristic that distinguishes benign tumours from malignant tumours?,"Well-defined contours, slow growth, and local evolution limited to the breast","Rapid growth, irregular contours, and invasion of surrounding tissues","Painless, well-limited, mobile masses with a firm consistency","Painful, soft, and tender masses with suspicious axillary adenopathy",a
OIC-157-18-B,"{""question"": ""If the fever persists in a patient with bacteraemia/fungaemia, what should be done next?"", ""option_a"": ""Monitor the patient's vital signs and wait for 3-5 days to see if the fever resolves"", ""option_b"": ""Immediately switch to a different antibiotic regimen and check for complications such as healthcare-associated infections"", ""option_c"": ""Check the progress of the infection by controlling the portal of entry, treating secondary sites, and draining abscesses or empyema, and also verify that antibiotic therapy is appropriate"", ""option_d"": ""Stop treatment and start antifungal therapy without further investigation"", ""correct_option"": ""C""}",,"If the fever persists in a patient with bacteraemia/fungaemia, what should be done next?",Monitor the patient's vital signs and wait for 3-5 days to see if the fever resolves,Immediately switch to a different antibiotic regimen and check for complications such as healthcare-associated infections,"Check the progress of the infection by controlling the portal of entry, treating secondary sites, and draining abscesses or empyema, and also verify that antibiotic therapy is appropriate",Stop treatment and start antifungal therapy without further investigation,c
OIC-082-06-A,"{""question"": ""What is the most common cause of anterior ischaemic optic neuropathy (NOIA)?"", ""option_a"": ""Horton's disease (gigantocellular arteritis)"", ""option_b"": ""Arteriosclerosis (non-arteritic optic neuropathy)"", ""option_c"": ""Retro-bulbar optic neuritis (RBON)"", ""option_d"": ""Toxic and drug-induced optic neuropathies"", ""correct_option"": ""B""}",Etiologies,What is the most common cause of anterior ischaemic optic neuropathy (NOIA)?,Horton's disease (gigantocellular arteritis),Arteriosclerosis (non-arteritic optic neuropathy),Retro-bulbar optic neuritis (RBON),Toxic and drug-induced optic neuropathies,b
OIC-288-03-B,"{""question"": ""What is a risk factor for the onset of haemorrhoidal signs according to the mechanical theory?"", ""option_a"": ""Vascular insufficiency"", ""option_b"": ""Changes in stool consistency (hard stools)"", ""option_c"": ""Increased physical activity"", ""option_d"": ""Haemorrhoidal tissue inflammation"", ""correct_option"": ""B""}",Physiopathology,What is a risk factor for the onset of haemorrhoidal signs according to the mechanical theory?,Vascular insufficiency,Changes in stool consistency (hard stools),Increased physical activity,Haemorrhoidal tissue inflammation,b
OIC-056-04-A,"{""question"": ""What is the primary aim of supporting children with disabilities and their families?"", ""option_a"": ""To provide medical treatment and cure the disability"", ""option_b"": ""To enable them to participate as much as possible in family life and society, and promote their quality of life"", ""option_c"": ""To focus on the child's disability and ignore the needs of the family"", ""option_d"": ""To provide financial assistance only"", ""correct_option"": ""B""}",Support,What is the primary aim of supporting children with disabilities and their families?,To provide medical treatment and cure the disability,"To enable them to participate as much as possible in family life and society, and promote their quality of life",To focus on the child's disability and ignore the needs of the family,To provide financial assistance only,b
OIC-075-20-A,"{""question"": ""What is the main agent responsible for addiction in the context of smoking?"", ""option_a"": ""Cigarette tar"", ""option_b"": ""Nicotine"", ""option_c"": ""Carbon monoxide"", ""option_d"": ""Hydrogen cyanide"", ""correct_option"": ""B""}",Positive diagnosis,What is the main agent responsible for addiction in the context of smoking?,Cigarette tar,Nicotine,Carbon monoxide,Hydrogen cyanide,b
OIC-233-03-A,"{""question"": ""What is the main etiology of aortic insufficiency in patients over 40 years old?"", ""option_a"": ""Degenerative (annulo-ectasiante)"", ""option_b"": ""Congenital bicuspid"", ""option_c"": ""Post-rheumatic"", ""option_d"": ""Inflammatory (aortitis)"", ""correct_option"": ""A""}",Etiologies,What is the main etiology of aortic insufficiency in patients over 40 years old?,Degenerative (annulo-ectasiante),Congenital bicuspid,Post-rheumatic,Inflammatory (aortitis),a
OIC-009-12-B,"{""question"": ""Who can apply for a protective measure on behalf of an adult?"", ""option_a"": ""Only the adult's spouse or family members"", ""option_b"": ""The person already exercising a legal protection measure in respect of the adult concerned (their guardian or curator)"", ""option_c"": ""The public prosecutor, on their own initiative or at the request of a third party"", ""option_d"": ""A close friend of the adult, provided they have a 'close and stable relationship' with them"", ""correct_option"": ""C""}",Support,Who can apply for a protective measure on behalf of an adult?,Only the adult's spouse or family members,The person already exercising a legal protection measure in respect of the adult concerned (their guardian or curator),"The public prosecutor, on their own initiative or at the request of a third party","A close friend of the adult, provided they have a 'close and stable relationship' with them",c
OIC-198-23-B,"{""question"": ""What is the recommended treatment for an acute attack of hydroxyapatite crystals?"", ""option_a"": ""Rest, icing, NSAIDs, and oral corticosteroids (30 mg per day) for a short course of 3 to 5 days"", ""option_b"": ""Local cortisone injections as the first line of treatment"", ""option_c"": ""Rest, icing, NSAIDs, and oral corticosteroids (30 mg per day) for a short course of 3 to 5 days, and local cortisone injections as a first-line treatment"", ""option_d"": ""Intravenous corticosteroids (60 mg per day) for a short course of 3 to 5 days"", ""correct_option"": ""A""}",,What is the recommended treatment for an acute attack of hydroxyapatite crystals?,"Rest, icing, NSAIDs, and oral corticosteroids (30 mg per day) for a short course of 3 to 5 days",Local cortisone injections as the first line of treatment,"Rest, icing, NSAIDs, and oral corticosteroids (30 mg per day) for a short course of 3 to 5 days, and local cortisone injections as a first-line treatment",Intravenous corticosteroids (60 mg per day) for a short course of 3 to 5 days,a
OIC-302-03-B,"{""question"": ""What is the main risk factor for developing melanoma?"", ""option_a"": ""High number of nevi (>50) and high number of atypical nevi (>10)"", ""option_b"": ""Only a personal history of melanoma"", ""option_c"": ""Only a family history of melanoma"", ""option_d"": ""Only sunburn in childhood or sudden, intense exposure to the sun"", ""correct_option"": ""A""}",Epidemiology,What is the main risk factor for developing melanoma?,High number of nevi (>50) and high number of atypical nevi (>10),Only a personal history of melanoma,Only a family history of melanoma,"Only sunburn in childhood or sudden, intense exposure to the sun",a
OIC-364-08-B,"{""question"": ""What is a common practice in the management of fractures in children after osteosynthesis?"", ""option_a"": ""Physiotherapy is always required to prevent stiffness"", ""option_b"": ""Plaster cast immobilisation is used to allow the fracture to heal undisturbed"", ""option_c"": ""Surgical treatment is always preferred over orthopaedic treatment"", ""option_d"": ""Osteosynthesis in children is performed without any consideration for the growth plate"", ""correct_option"": ""B""}",Management,What is a common practice in the management of fractures in children after osteosynthesis?,Physiotherapy is always required to prevent stiffness,Plaster cast immobilisation is used to allow the fracture to heal undisturbed,Surgical treatment is always preferred over orthopaedic treatment,Osteosynthesis in children is performed without any consideration for the growth plate,b
OIC-101-11-A,"{""question"": ""What is a typical characteristic of unilateral PFP (Peripheral Facial Palsy)?"", ""option_a"": ""Total immobility of the facial muscles on the affected side"", ""option_b"": ""Asymmetry of facial expression with immobility of the superior facial muscles"", ""option_c"": ""Synkinesis (involuntary movement of the facial muscles on the affected side)"", ""option_d"": ""Hemifacial spasm (involuntary contractions of the facial muscles on the affected side)"", ""correct_option"": ""B""}",Multimedia content,What is a typical characteristic of unilateral PFP (Peripheral Facial Palsy)?,Total immobility of the facial muscles on the affected side,Asymmetry of facial expression with immobility of the superior facial muscles,Synkinesis (involuntary movement of the facial muscles on the affected side),Hemifacial spasm (involuntary contractions of the facial muscles on the affected side),b
OIC-075-23-B,"{""question"": ""What is a common comorbidity in patients with psychiatric disorders?"", ""option_a"": ""Schizophrenia 82% of non-smokers"", ""option_b"": ""Bipolar disorder 56% non-smokers"", ""option_c"": ""Schizophrenia 82% of smokers"", ""option_d"": ""Bipolar disorder 56% of non-smokers"", ""correct_option"": ""C""}",Positive diagnosis,What is a common comorbidity in patients with psychiatric disorders?,Schizophrenia 82% of non-smokers,Bipolar disorder 56% non-smokers,Schizophrenia 82% of smokers,Bipolar disorder 56% of non-smokers,c
OIC-099-14-A,"{""question"": ""What is the recommended treatment for mild attacks of migraine that fail paracetamol?"", ""option_a"": ""Prescribe a triptan alone"", ""option_b"": ""Prescribe an NSAID and a triptan on the same prescription, with advice not to exceed 2 days a week or 8 days a month"", ""option_c"": ""Prescribe a beta-blocker"", ""option_d"": ""Prescribe a tricyclic antidepressant"", ""correct_option"": ""B""}",Management,What is the recommended treatment for mild attacks of migraine that fail paracetamol?,Prescribe a triptan alone,"Prescribe an NSAID and a triptan on the same prescription, with advice not to exceed 2 days a week or 8 days a month",Prescribe a beta-blocker,Prescribe a tricyclic antidepressant,b
OIC-330-09-A,"{""question"": ""What is the primary mechanism of action of benzodiazepines?"", ""option_a"": ""Inhibition of the reuptake of serotonin and norepinephrine"", ""option_b"": ""Enhancement of GABA activity in the brain"", ""option_c"": ""Blockade of acetylcholine receptors"", ""option_d"": ""Stimulation of dopamine receptors"", ""correct_option"": ""B""}",Management,What is the primary mechanism of action of benzodiazepines?,Inhibition of the reuptake of serotonin and norepinephrine,Enhancement of GABA activity in the brain,Blockade of acetylcholine receptors,Stimulation of dopamine receptors,b
OIC-157-11-A,"{""question"": ""What is the significance of measuring procalcitonin levels during bacteremia/fungemia?"", ""option_a"": ""Procalcitonin levels are only elevated in cases of severe bacteremia/fungemia."", ""option_b"": ""Procalcitonin < 0.25 ng/ml makes bacteremia/fungemia unlikely."", ""option_c"": ""Procalcitonin levels should only be measured in patients with a confirmed diagnosis of bacteremia/fungemia."", ""option_d"": ""Procalcitonin levels are not useful in diagnosing bacteremia/fungemia and should not be measured."", ""correct_option"": ""B""}",Additional tests,What is the significance of measuring procalcitonin levels during bacteremia/fungemia?,Procalcitonin levels are only elevated in cases of severe bacteremia/fungemia.,Procalcitonin < 0.25 ng/ml makes bacteremia/fungemia unlikely.,Procalcitonin levels should only be measured in patients with a confirmed diagnosis of bacteremia/fungemia.,Procalcitonin levels are not useful in diagnosing bacteremia/fungemia and should not be measured.,b
OIC-094-05-B,"{""question"": ""What are some risk factors associated with low back pain and neck pain?"", ""option_a"": ""Repetitive stress injury, lack of exercise, and poor posture"", ""option_b"": ""Repetitive trauma or microtrauma, prolonged postures in leisure or work, and obesity"", ""option_c"": ""Smoking, family history, and spinal static disorders"", ""option_d"": ""Lack of sleep, poor nutrition, and excessive screen time"", ""correct_option"": ""B""}",Epidemiology,What are some risk factors associated with low back pain and neck pain?,"Repetitive stress injury, lack of exercise, and poor posture","Repetitive trauma or microtrauma, prolonged postures in leisure or work, and obesity","Smoking, family history, and spinal static disorders","Lack of sleep, poor nutrition, and excessive screen time",b
OIC-229-06-B,"{""question"": ""What are the conditions for inserting a central venous line?"", ""option_a"": ""The patient must be under general anesthesia"", ""option_b"": ""The patient's blood pressure and heart rate must be within normal limits"", ""option_c"": ""The patient must be lying flat on their back"", ""option_d"": ""The patient's venous access must be confirmed by a Doppler ultrasound"", ""correct_option"": ""D""}",,What are the conditions for inserting a central venous line?,The patient must be under general anesthesia,The patient's blood pressure and heart rate must be within normal limits,The patient must be lying flat on their back,The patient's venous access must be confirmed by a Doppler ultrasound,d
OIC-045-21-B,"{""question"": ""What is the main pathological mechanism of premutations in Fragile X syndrome?"", ""option_a"": ""Loss of function in nervous and ovarian tissue"", ""option_b"": ""Toxicity (gain of function) in nervous and ovarian tissue"", ""option_c"": ""Premature aging of cells leading to tissue degeneration"", ""option_d"": ""Increased risk of infections and autoimmune disorders"", ""correct_option"": ""B""}",Positive diagnosis,What is the main pathological mechanism of premutations in Fragile X syndrome?,Loss of function in nervous and ovarian tissue,Toxicity (gain of function) in nervous and ovarian tissue,Premature aging of cells leading to tissue degeneration,Increased risk of infections and autoimmune disorders,b
