id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-247-12-B,"{""question"": ""What is the characteristic of the glomerular filtration rate in Stage 3 diabetic nephropathy?"", ""option_a"": ""Significantly reduced"", ""option_b"": ""Slightly reduced"", ""option_c"": ""Normal"", ""option_d"": ""Increased"", ""correct_option"": ""B""}",Positive diagnosis,What is the characteristic of the glomerular filtration rate in Stage 3 diabetic nephropathy?,Significantly reduced,Slightly reduced,Normal,Increased,b
OIC-267-17-A,"{""question"": ""What is the primary treatment for moderate chronic hyperkalaemia?"", ""option_a"": ""Administration of hypokalaemic diuretics (loop or thiazide diuretics) in the event of hypertension or fluid overload."", ""option_b"": ""Correction of moderate metabolic acidosis (oral sodium bicarbonate 2-4 g/d) and adjustment of the dosage of hyperkalaemic drugs."", ""option_c"": ""Administration of ion exchange resins (sodium polystyrene sulphonate, KAYEXALATE\u00ae) and dietary restrictions to reduce potassium intake."", ""option_d"": ""Administration of 9\u03b1-fluorohydrocortisone for hyperkalaemia with hypoaldosteronism (adrenal insufficiency)."", ""correct_option"": ""B""}",,What is the primary treatment for moderate chronic hyperkalaemia?,Administration of hypokalaemic diuretics (loop or thiazide diuretics) in the event of hypertension or fluid overload.,Correction of moderate metabolic acidosis (oral sodium bicarbonate 2-4 g/d) and adjustment of the dosage of hyperkalaemic drugs.,"Administration of ion exchange resins (sodium polystyrene sulphonate, KAYEXALATE®) and dietary restrictions to reduce potassium intake.",Administration of 9α-fluorohydrocortisone for hyperkalaemia with hypoaldosteronism (adrenal insufficiency).,b
OIC-076-07-A,"{""question"": ""What is a characteristic of the signs of alcohol withdrawal syndrome?"", ""option_a"": ""They are always present in all patients with alcohol dependence"", ""option_b"": ""They typically appear in the first 24 hours after cessation of consumption"", ""option_c"": ""They can be severe and life-threatening, such as convulsions and delirium tremens"", ""option_d"": ""They are only present in patients who have a history of heavy drinking"", ""correct_option"": ""C""}",Positive diagnosis,What is a characteristic of the signs of alcohol withdrawal syndrome?,They are always present in all patients with alcohol dependence,They typically appear in the first 24 hours after cessation of consumption,"They can be severe and life-threatening, such as convulsions and delirium tremens",They are only present in patients who have a history of heavy drinking,c
OIC-288-13-A,"{""question"": ""What is the primary goal of hygienic dietary rules in the management of haemorrhoidal disease?"", ""option_a"": ""To introduce a diet rich in soluble fibre to reduce the intensity and duration of symptoms"", ""option_b"": ""To combat chronic constipation and prevent recurrences of haemorrhoidal disease"", ""option_c"": ""To remove or sclerotise the haemorrhoidal tissue itself"", ""option_d"": ""To treat external haemorrhoidal thrombosis with incision or excision"", ""correct_option"": ""B""}",Management,What is the primary goal of hygienic dietary rules in the management of haemorrhoidal disease?,To introduce a diet rich in soluble fibre to reduce the intensity and duration of symptoms,To combat chronic constipation and prevent recurrences of haemorrhoidal disease,To remove or sclerotise the haemorrhoidal tissue itself,To treat external haemorrhoidal thrombosis with incision or excision,b
OIC-082-17-B,"{""question"": ""What is a common cause of intravitreal haemorrhage?"", ""option_a"": ""Proliferative diabetic retinopathy"", ""option_b"": ""Ischaemic occlusions of the central retinal vein or one of its branches"", ""option_c"": ""Retinal detachment due to trauma"", ""option_d"": ""Terson's syndrome"", ""correct_option"": ""A""}",,What is a common cause of intravitreal haemorrhage?,Proliferative diabetic retinopathy,Ischaemic occlusions of the central retinal vein or one of its branches,Retinal detachment due to trauma,Terson's syndrome,a
OIC-186-08-B,"{""question"": ""What is the most common food implicated in severe anaphylactic food allergy?"", ""option_a"": ""Tree nuts"", ""option_b"": ""Peanuts and nuts"", ""option_c"": ""Legumes"", ""option_d"": ""Seeds"", ""correct_option"": ""B""}",Positive diagnosis,What is the most common food implicated in severe anaphylactic food allergy?,Tree nuts,Peanuts and nuts,Legumes,Seeds,b
OIC-265-14-A,"{""question"": ""Which of the following is NOT a contraindication for Extracorporeal Lithotripsy (LEC)?"", ""option_a"": ""Congenital or acquired haemostasis and coagulation disorders"", ""option_b"": ""Pregnancy"", ""option_c"": ""Untreated urinary tract infection"", ""option_d"": ""Obstruction downstream of the stone"", ""correct_option"": ""d""}",Management,Which of the following is NOT a contraindication for Extracorporeal Lithotripsy (LEC)?,Congenital or acquired haemostasis and coagulation disorders,Pregnancy,Untreated urinary tract infection,Obstruction downstream of the stone,d
OIC-020-18-A,"{""question"": ""What is the primary characteristic of a cohort study?"", ""option_a"": ""It involves the separate selection of two groups of subjects: cases and controls."", ""option_b"": ""It involves the longitudinal study of subjects over time to estimate the frequency of occurrence of a disease."", ""option_c"": ""It is a type of experimental study where the researcher modifies the exposure factors of the subjects."", ""option_d"": ""It is a type of cross-sectional study that collects data on the status of subjects with regard to a phenomenon studied at a single point in time."", ""correct_option"": ""B""}",Definition,What is the primary characteristic of a cohort study?,It involves the separate selection of two groups of subjects: cases and controls.,It involves the longitudinal study of subjects over time to estimate the frequency of occurrence of a disease.,It is a type of experimental study where the researcher modifies the exposure factors of the subjects.,It is a type of cross-sectional study that collects data on the status of subjects with regard to a phenomenon studied at a single point in time.,b
OIC-245-04-A,"{""question"": ""What is a clinical sign of adrenal insufficiency in adults and children?"", ""option_a"": ""Melanoderma"", ""option_b"": ""Asthenia"", ""option_c"": ""Hyperkalemia"", ""option_d"": ""Headaches and signs of chiasmatic compression"", ""correct_option"": ""A""}",Positive diagnosis,What is a clinical sign of adrenal insufficiency in adults and children?,Melanoderma,Asthenia,Hyperkalemia,Headaches and signs of chiasmatic compression,a
OIC-045-05-A,"{""question"": ""What is the next course of action after a negative result from a non-invasive prenatal screening (DPNI) test for trisomy 21?"", ""option_a"": ""Continuation of the usual ultrasound monitoring of the pregnancy with a more frequent schedule"", ""option_b"": ""Proposal of a foetal karyotype to confirm the diagnosis"", ""option_c"": ""Termination of pregnancy due to the risk of trisomy 21"", ""option_d"": ""Non-invasive prenatal screening with a different type of test (INFP)"", ""correct_option"": ""A""}",Positive diagnosis,What is the next course of action after a negative result from a non-invasive prenatal screening (DPNI) test for trisomy 21?,Continuation of the usual ultrasound monitoring of the pregnancy with a more frequent schedule,Proposal of a foetal karyotype to confirm the diagnosis,Termination of pregnancy due to the risk of trisomy 21,Non-invasive prenatal screening with a different type of test (INFP),a
OIC-047-12-B,"{""question"": ""At what age can a child be expected to respond to a voice test with a familiar word?"", ""option_a"": ""After 2 years"", ""option_b"": ""After 4 years"", ""option_c"": ""After 6 months"", ""option_d"": ""After 1 year"", ""correct_option"": ""B""}",,At what age can a child be expected to respond to a voice test with a familiar word?,After 2 years,After 4 years,After 6 months,After 1 year,b
OIC-134-11-A,"{""question"": ""What is the primary pathophysiological mechanism underlying nociplastic pain syndromes?"", ""option_a"": ""A reduction in inhibitory mechanisms and/or an increase in facilitatory mechanisms"", ""option_b"": ""A decrease in pain perception and an increase in pain tolerance"", ""option_c"": ""A increase in pain perception and a decrease in pain tolerance"", ""option_d"": ""A alteration in the brain's pain processing centers, leading to an overactive pain response"", ""correct_option"": ""A""}",Positive diagnosis,What is the primary pathophysiological mechanism underlying nociplastic pain syndromes?,A reduction in inhibitory mechanisms and/or an increase in facilitatory mechanisms,A decrease in pain perception and an increase in pain tolerance,A increase in pain perception and a decrease in pain tolerance,"A alteration in the brain's pain processing centers, leading to an overactive pain response",a
OIC-245-14-B,"{""question"": ""What is the primary method of monitoring the treatment of adrenal insufficiency?"", ""option_a"": ""Measuring cortisol and ACTH levels"", ""option_b"": ""Performing regular blood pressure checks"", ""option_c"": ""Adjusting the dose of fludrocortisone based on renin assay results"", ""option_d"": ""Conducting regular bone, metabolic, and cardiovascular assessments"", ""correct_option"": ""B""}",,What is the primary method of monitoring the treatment of adrenal insufficiency?,Measuring cortisol and ACTH levels,Performing regular blood pressure checks,Adjusting the dose of fludrocortisone based on renin assay results,"Conducting regular bone, metabolic, and cardiovascular assessments",b
OIC-187-13-B,"{""question"": ""What is the primary mediator of allergic contact dermatitis?"", ""option_a"": ""CD4+ T lymphocytes"", ""option_b"": ""CD8+ T lymphocytes"", ""option_c"": ""B cells"", ""option_d"": ""Natural Killer cells"", ""correct_option"": ""B""}",Physiopathology,What is the primary mediator of allergic contact dermatitis?,CD4+ T lymphocytes,CD8+ T lymphocytes,B cells,Natural Killer cells,b
OIC-027-17-A,"{""question"": ""At the beginning of pregnancy, screening for HIV status should be offered systematically"", ""option_a"": ""Only to women who have had previous HIV exposure"", ""option_b"": ""To all pregnant women, regardless of risk factors"", ""option_c"": ""To women who have traveled to areas with high HIV prevalence"", ""option_d"": ""Only to women who have been tested positive for HIV in the past"", ""correct_option"": ""B""}",Management,"At the beginning of pregnancy, screening for HIV status should be offered systematically",Only to women who have had previous HIV exposure,"To all pregnant women, regardless of risk factors",To women who have traveled to areas with high HIV prevalence,Only to women who have been tested positive for HIV in the past,b
OIC-094-03-A,"{""question"": ""What is the primary goal of the spinal examination during the assessment and management of acute pain?"", ""option_a"": ""To identify red flags for chronic pain"", ""option_b"": ""To assess the effectiveness of previous treatments"", ""option_c"": ""To look for signs of spinal deformity and inequality in the length of the lower limbs"", ""option_d"": ""To examine peripheral joints and neurological function of all four limbs"", ""correct_option"": ""C""}",Positive diagnosis,What is the primary goal of the spinal examination during the assessment and management of acute pain?,To identify red flags for chronic pain,To assess the effectiveness of previous treatments,To look for signs of spinal deformity and inequality in the length of the lower limbs,To examine peripheral joints and neurological function of all four limbs,c
OIC-094-07-A,"{""question"": ""In the context of secondary spinal pain, what is the next step to take after identifying red flags?"", ""option_a"": ""Perform an X-ray of the spine"", ""option_b"": ""Order a CT scan of the spine and perform an MRI"", ""option_c"": ""Refer the patient to a specialist for further evaluation and imaging"", ""option_d"": ""Administer pain medication and monitor the patient's condition"", ""correct_option"": ""C""}",Identification of the emergency,"In the context of secondary spinal pain, what is the next step to take after identifying red flags?",Perform an X-ray of the spine,Order a CT scan of the spine and perform an MRI,Refer the patient to a specialist for further evaluation and imaging,Administer pain medication and monitor the patient's condition,c
OIC-179-02-B,"{""question"": ""What is the primary method of transmission for Taeniasis?"", ""option_a"": ""Ingestion of eggs through faeco-oral transmission"", ""option_b"": ""Ingestion of larvae through undercooked or uncooked meat from intermediate hosts"", ""option_c"": ""Ingestion of cysticerci through contaminated water"", ""option_d"": ""Ingestion of adult tapeworms through contaminated food"", ""correct_option"": ""B""}",Etiologies,What is the primary method of transmission for Taeniasis?,Ingestion of eggs through faeco-oral transmission,Ingestion of larvae through undercooked or uncooked meat from intermediate hosts,Ingestion of cysticerci through contaminated water,Ingestion of adult tapeworms through contaminated food,b
OIC-134-05-B,"{""question"": ""According to the text, what percentage of chronic pain patients have psychosocial repercussions?"", ""option_a"": ""40%"", ""option_b"": ""45%"", ""option_c"": ""50%"", ""option_d"": ""60%"", ""correct_option"": ""B""}",,"According to the text, what percentage of chronic pain patients have psychosocial repercussions?",40%,45%,50%,60%,b
OIC-225-07-A,"{""question"": ""What is the ultimate criterion of severity in acute ischaemia?"", ""option_a"": ""Pain on palpation of muscle masses"", ""option_b"": ""Paralysis with the inability to move the toes"", ""option_c"": ""Abolition of peripheral pulses downstream of the occlusion"", ""option_d"": ""Muscular rigidity, skin mottling and phlyctenes"", ""correct_option"": ""B""}",Positive diagnosis,What is the ultimate criterion of severity in acute ischaemia?,Pain on palpation of muscle masses,Paralysis with the inability to move the toes,Abolition of peripheral pulses downstream of the occlusion,"Muscular rigidity, skin mottling and phlyctenes",b
OIC-045-04-B,"{""question"": ""The foetal karyotype is performed on a sample of :"", ""option_a"": ""Chorionic villus (CVS) between 12 and 14 weeks of amenorrhoea"", ""option_b"": ""Amniotic fluid (PLA) between 15 weeks of amenorrhoea and the end of pregnancy"", ""option_c"": ""Foetal blood after 24 weeks of amenorrhoea"", ""option_d"": ""Cord blood after 16 weeks of amenorrhoea"", ""correct_option"": ""A""}",Positive diagnosis,The foetal karyotype is performed on a sample of :,Chorionic villus (CVS) between 12 and 14 weeks of amenorrhoea,Amniotic fluid (PLA) between 15 weeks of amenorrhoea and the end of pregnancy,Foetal blood after 24 weeks of amenorrhoea,Cord blood after 16 weeks of amenorrhoea,a
OIC-183-01-B,"{""question"": ""What is the main purpose of an occupational health and prevention service (STPS)?"", ""option_a"": ""To provide medical treatment to employees"", ""option_b"": ""To offer health promotion programs and advice on occupational risk assessment and management"", ""option_c"": ""To conduct workplace inspections and enforce safety regulations"", ""option_d"": ""To provide training and education on workplace safety and health"", ""correct_option"": ""B""}",,What is the main purpose of an occupational health and prevention service (STPS)?,To provide medical treatment to employees,To offer health promotion programs and advice on occupational risk assessment and management,To conduct workplace inspections and enforce safety regulations,To provide training and education on workplace safety and health,b
OIC-039-11-B,"{""question"": ""What is the primary purpose of a clinico-biological examination prior to MAP (Medical Assistance in Procreation)?"", ""option_a"": ""To assess the benefit-risk balance of MAP treatment for the individuals concerned"", ""option_b"": ""To investigate and identify the causes of the couple's infertility"", ""option_c"": ""To determine the suitability of the couple for gamete or embryo donation"", ""option_d"": ""To evaluate the couple's psychological and social well-being before undergoing MPA"", ""correct_option"": ""B""}",Complementary examinations,What is the primary purpose of a clinico-biological examination prior to MAP (Medical Assistance in Procreation)?,To assess the benefit-risk balance of MAP treatment for the individuals concerned,To investigate and identify the causes of the couple's infertility,To determine the suitability of the couple for gamete or embryo donation,To evaluate the couple's psychological and social well-being before undergoing MPA,b
OIC-026-05-B,"{""question"": ""What is the recommended dose limit for radiological diagnostic examinations during pregnancy?"", ""option_a"": ""50mGy"", ""option_b"": ""100mGy"", ""option_c"": ""200mGy"", ""option_d"": ""500mGy"", ""correct_option"": ""B""}",Additional examinations,What is the recommended dose limit for radiological diagnostic examinations during pregnancy?,50mGy,100mGy,200mGy,500mGy,b
OIC-038-07-B,"{""question"": ""According to the recommendations of the WHO and the various learned societies, an investigation of a couple presenting difficulties in procreating should be carried out in the absence of an active clinical pregnancy after"", ""option_a"": ""one month of regular sexual intercourse, without contraception"", ""option_b"": ""one year of regular sexual intercourse, without contraception"", ""option_c"": ""one year of regular sexual intercourse, with contraception"", ""option_d"": ""two years of regular sexual intercourse, without contraception"", ""correct_option"": ""b""}",Complementary examinations,"According to the recommendations of the WHO and the various learned societies, an investigation of a couple presenting difficulties in procreating should be carried out in the absence of an active clinical pregnancy after","one month of regular sexual intercourse, without contraception","one year of regular sexual intercourse, without contraception","one year of regular sexual intercourse, with contraception","two years of regular sexual intercourse, without contraception",b
OIC-186-02-B,"{""question"": ""What is the primary allergen responsible for the main symptoms of a sting from a bee?"", ""option_a"": ""Hyaluronidase, antigen 5"", ""option_b"": ""Phospholipase A1"", ""option_c"": ""Phospholipase A2"", ""option_d"": ""Hyaluronidase, antigen 5 and phospholipase A1"", ""correct_option"": ""C""}",Epidemiology,What is the primary allergen responsible for the main symptoms of a sting from a bee?,"Hyaluronidase, antigen 5",Phospholipase A1,Phospholipase A2,"Hyaluronidase, antigen 5 and phospholipase A1",c
OIC-256-07-B,"{""question"": ""Which of the following is a common pathology associated with intense sporting activities in children?"", ""option_a"": ""Sever's disease"", ""option_b"": ""Osgood-Schlatter disease"", ""option_c"": ""Tendinopathy of the Achilles tendon"", ""option_d"": ""Fatigue fractures"", ""correct_option"": ""A""}",Etiologies,Which of the following is a common pathology associated with intense sporting activities in children?,Sever's disease,Osgood-Schlatter disease,Tendinopathy of the Achilles tendon,Fatigue fractures,a
OIC-183-04-A,"{""question"": ""What type of consultation is mandatory after more than 60 days' absence from work?"", ""option_a"": ""Pre-reinstatement visit"", ""option_b"": ""Medical aptitude examination"", ""option_c"": ""Prevention information visit"", ""option_d"": ""Reinforced individual monitoring"", ""correct_option"": ""A""}",Definition,What type of consultation is mandatory after more than 60 days' absence from work?,Pre-reinstatement visit,Medical aptitude examination,Prevention information visit,Reinforced individual monitoring,a
OIC-006-03-A,"{""question"": ""What does the care pathway consist of?"", ""option_a"": ""Organising and coordinating the right sequence of professional skills at the right time throughout a patient's care."", ""option_b"": ""Providing individualised care to each patient based on their unique needs."", ""option_c"": ""Coordinating the care of patients with multiple comorbidities."", ""option_d"": ""Ensuring that patients receive evidence-based care from healthcare professionals."", ""correct_option"": ""A""}",Definition,What does the care pathway consist of?,Organising and coordinating the right sequence of professional skills at the right time throughout a patient's care.,Providing individualised care to each patient based on their unique needs.,Coordinating the care of patients with multiple comorbidities.,Ensuring that patients receive evidence-based care from healthcare professionals.,a
OIC-325-18-B,"{""question"": ""Counterfeiting a medicine is the deliberate and fraudulent misrepresentation of a medicine:"", ""option_a"": ""its quality and safety"", ""option_b"": ""its identity and source"", ""option_c"": ""its packaging and marketing"", ""option_d"": ""its patent and trademark"", ""correct_option"": ""b""}",Definition,Counterfeiting a medicine is the deliberate and fraudulent misrepresentation of a medicine:,its quality and safety,its identity and source,its packaging and marketing,its patent and trademark,b
OIC-315-08-A,"{""question"": ""What percentage of childhood leukaemias are lymphoblastic ALL?"", ""option_a"": ""60-70%"", ""option_b"": ""80%"", ""option_c"": ""85-90%"", ""option_d"": ""95-100%"", ""correct_option"": ""B""}",Epidemiology,What percentage of childhood leukaemias are lymphoblastic ALL?,60-70%,80%,85-90%,95-100%,b
OIC-201-11-A,"{""question"": ""What is the primary advantage of living donor kidney transplants for recipients?"", ""option_a"": ""It allows for simultaneous kidney transplantation with other organs, such as a liver or pancreas."", ""option_b"": ""It enables recipients to receive a transplanted organ with better long-term survival rates."", ""option_c"": ""It reduces the recipient's waiting time for a transplant, but does not guarantee a transplant."", ""option_d"": ""It allows for pre-emptive transplantation, but does not minimize the risks to the donor."", ""correct_option"": ""B""}",Management,What is the primary advantage of living donor kidney transplants for recipients?,"It allows for simultaneous kidney transplantation with other organs, such as a liver or pancreas.",It enables recipients to receive a transplanted organ with better long-term survival rates.,"It reduces the recipient's waiting time for a transplant, but does not guarantee a transplant.","It allows for pre-emptive transplantation, but does not minimize the risks to the donor.",b
OIC-183-06-A,"{""question"": ""What is the primary goal of primary prevention?"", ""option_a"": ""To detect pathologies linked to occupational risks as early as possible"", ""option_b"": ""To prevent the appearance of deleterious effects in employees exposed to occupational risks"", ""option_c"": ""To keep people in work with work-related illnesses"", ""option_d"": ""To adapt the workstation to accessibility and working hours"", ""correct_option"": ""B""}",Definition,What is the primary goal of primary prevention?,To detect pathologies linked to occupational risks as early as possible,To prevent the appearance of deleterious effects in employees exposed to occupational risks,To keep people in work with work-related illnesses,To adapt the workstation to accessibility and working hours,b
OIC-161-12-B,"{""question"": ""In the case of Acute Obstructive Pyelonephritis (AOP), what is the immediate treatment for severe sepsis?"", ""option_a"": ""Ciprofloxacin IV + high dose amikacin"", ""option_b"": ""C3G IV + high dose amikacin (Aminoside recommended for UTIs as it is less resistant to BGN than gentamicin)"", ""option_c"": ""Aztreonam IV + high dose amikacin"", ""option_d"": ""Carbapenem IV + high dose amikacin"", ""correct_option"": ""B""}",Management,"In the case of Acute Obstructive Pyelonephritis (AOP), what is the immediate treatment for severe sepsis?",Ciprofloxacin IV + high dose amikacin,C3G IV + high dose amikacin (Aminoside recommended for UTIs as it is less resistant to BGN than gentamicin),Aztreonam IV + high dose amikacin,Carbapenem IV + high dose amikacin,b
OIC-157-02-B,"{""question"": ""What is the estimated incidence of bacteraemia in hospitalised patients?"", ""option_a"": ""0.25%"", ""option_b"": ""1%"", ""option_c"": ""5%"", ""option_d"": ""10%"", ""correct_option"": ""B""}",,What is the estimated incidence of bacteraemia in hospitalised patients?,0.25%,1%,5%,10%,b
OIC-299-07-A,"{""question"": ""What is the next step in the systematic search for primary cancer in the presence of brain metastases?"", ""option_a"": ""Perform a thorough medical history and physical examination"", ""option_b"": ""Order a CT scan of the thorax, abdomen, and pelvis with contrast"", ""option_c"": ""Conduct a mammography in women over 40 years old"", ""option_d"": ""Schedule a follow-up appointment with a specialist in 3 months"", ""correct_option"": ""B""}",Positive diagnosis,What is the next step in the systematic search for primary cancer in the presence of brain metastases?,Perform a thorough medical history and physical examination,"Order a CT scan of the thorax, abdomen, and pelvis with contrast",Conduct a mammography in women over 40 years old,Schedule a follow-up appointment with a specialist in 3 months,b
OIC-038-04-B,"{""question"": ""What is the primary purpose of questioning a couple's lifestyle habits during the initial consultation?"", ""option_a"": ""To identify potential environmental factors that may be affecting fertility"", ""option_b"": ""To determine the couple's medical history and previous treatments"", ""option_c"": ""To assess the couple's current reproductive habits and behaviors"", ""option_d"": ""To evaluate the couple's financial situation and insurance coverage"", ""correct_option"": ""A""}",Positive diagnosis,What is the primary purpose of questioning a couple's lifestyle habits during the initial consultation?,To identify potential environmental factors that may be affecting fertility,To determine the couple's medical history and previous treatments,To assess the couple's current reproductive habits and behaviors,To evaluate the couple's financial situation and insurance coverage,a
