id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-258-07-A,"{'question': 'Which clinical evidence supports the obstructive nature of an increase in creatininemia?', 'option_a': 'Presence of significant dysuria or micturition by overflow.', 'option_b': 'Elevated blood glucose levels.', 'option_c': 'Increased heart rate and blood pressure.', 'option_d': 'Presence of skin rashes and itching.', 'correct_option': 'A'}",Etiologies,Which clinical evidence supports the obstructive nature of an increase in creatininemia?,Presence of significant dysuria or micturition by overflow.,Elevated blood glucose levels.,Increased heart rate and blood pressure.,Presence of skin rashes and itching.,a
OIC-258-08-B,"{'question': 'Which test is standard for assessing the obstructive nature of increased creatinine levels?', 'option_a': 'Blood pressure measurement', 'option_b': 'Renal ultrasound', 'option_c': 'Urine culture', 'option_d': 'Liver function test', 'correct_option': 'B'}",Additional tests,Which test is standard for assessing the obstructive nature of increased creatinine levels?,Blood pressure measurement,Renal ultrasound,Urine culture,Liver function test,b
OIC-258-04-A,"{'question': 'In which of the following circumstances should creatinine levels be measured according to the French National Authority for Health?', 'option_a': 'Only in patients with diabetes or hypertension.', 'option_b': 'In individuals with a history of acute renal failure or family history of renal disease.', 'option_c': 'Only in patients exposed to occupational toxins.', 'option_d': 'In individuals with no known health issues.', 'correct_option': 'B'}",,In which of the following circumstances should creatinine levels be measured according to the French National Authority for Health?,Only in patients with diabetes or hypertension.,In individuals with a history of acute renal failure or family history of renal disease.,Only in patients exposed to occupational toxins.,In individuals with no known health issues.,b
OIC-258-02-A,"{'question': 'Which formula is recommended by the French National Authority for Health for estimating GFR in adults?', 'option_a': 'MDRD formula', 'option_b': 'Schwartz formula', 'option_c': 'CKD-EPI formula', 'option_d': 'Iohexol clearance', 'correct_option': 'C'}",Positive diagnosis,Which formula is recommended by the French National Authority for Health for estimating GFR in adults?,MDRD formula,Schwartz formula,CKD-EPI formula,Iohexol clearance,c
OIC-258-11-A,"{'question': 'What is the most common parenchymal cause of an acute elevation of creatinine?', 'option_a': 'Glomerular nephropathy', 'option_b': 'Tubular necrosis', 'option_c': 'Interstitial nephropathy', 'option_d': 'Vascular parenchymal deterioration', 'correct_option': 'B'}",Etiologies,What is the most common parenchymal cause of an acute elevation of creatinine?,Glomerular nephropathy,Tubular necrosis,Interstitial nephropathy,Vascular parenchymal deterioration,b
OIC-258-12-B,"{'question': 'Which of the following tests is recommended to assess the parenchymal origin of elevated creatinine levels?', 'option_a': 'Blood glucose monitoring', 'option_b': 'Renal ultrasound', 'option_c': 'Liver function test', 'option_d': 'Electrocardiogram', 'correct_option': 'B'}",Additional tests,Which of the following tests is recommended to assess the parenchymal origin of elevated creatinine levels?,Blood glucose monitoring,Renal ultrasound,Liver function test,Electrocardiogram,b
OIC-258-10-B,"{'question': 'Which of the following is a paraclinical indicator of the functional origin of elevated creatinine levels?', 'option_a': 'U/P osmolar < 1', 'option_b': 'Urinary Na > 40 mmol/L', 'option_c': 'Ratio (1000 × plasma urea mmol/L / creatinine µmol/L) > 100', 'option_d': 'High excreted urea fraction (> 50%)', 'correct_option': 'C'}",Additional tests,Which of the following is a paraclinical indicator of the functional origin of elevated creatinine levels?,U/P osmolar < 1,Urinary Na > 40 mmol/L,Ratio (1000 × plasma urea mmol/L / creatinine µmol/L) > 100,High excreted urea fraction (> 50%),c
OIC-258-01-A,"{'question': 'What does a significant rise in creatinine levels indicate?', 'option_a': 'Improved muscle production', 'option_b': 'Increased Glomerular Filtration Rate (GFR)', 'option_c': 'Deterioration of renal function', 'option_d': 'Normal renal function', 'correct_option': 'C'}",Positive diagnosis,What does a significant rise in creatinine levels indicate?,Improved muscle production,Increased Glomerular Filtration Rate (GFR),Deterioration of renal function,Normal renal function,c
OIC-258-06-A,"{'question': 'Which of the following is an argument in favor of diagnosing acute renal failure?', 'option_a': 'Enlarged kidneys', 'option_b': 'Normal-sized kidneys', 'option_c': 'Stable creatinine levels over months', 'option_d': 'Chronic kidney disease history', 'correct_option': 'B'}",Positive diagnosis,Which of the following is an argument in favor of diagnosing acute renal failure?,Enlarged kidneys,Normal-sized kidneys,Stable creatinine levels over months,Chronic kidney disease history,b
OIC-258-05-A,"{'question': 'Which of the following is an argument in favor of diagnosing chronic renal failure?', 'option_a': 'History of acute kidney injury due to shock', 'option_b': 'Kidney size greater than 10 cm on ultrasound', 'option_c': 'Aregenerative normocytic normochromic anemia', 'option_d': 'Presence of hypocalcemia due to rhabdomyolysis', 'correct_option': 'C'}",Positive diagnosis,Which of the following is an argument in favor of diagnosing chronic renal failure?,History of acute kidney injury due to shock,Kidney size greater than 10 cm on ultrasound,Aregenerative normocytic normochromic anemia,Presence of hypocalcemia due to rhabdomyolysis,c
OIC-258-03-B,"{'question': 'Which formula is used to estimate renal creatinine clearance in adults?', 'option_a': 'Cockcroft-Gault formula', 'option_b': 'Schwartz formula', 'option_c': 'MDRD formula', 'option_d': 'CKD-EPI formula', 'correct_option': 'A'}",Positive diagnosis,Which formula is used to estimate renal creatinine clearance in adults?,Cockcroft-Gault formula,Schwartz formula,MDRD formula,CKD-EPI formula,a
OIC-042-10-B,"{'question': 'What is the first step in confirming true hyperprolactinaemia?', 'option_a': 'Perform a pituitary MRI to check for adenomas.', 'option_b': 'Check the prolactin dosage in another laboratory.', 'option_c': 'Start treatment with anti-emetics.', 'option_d': 'Assess for renal insufficiency.', 'correct_option': 'B'}",Etiologies,What is the first step in confirming true hyperprolactinaemia?,Perform a pituitary MRI to check for adenomas.,Check the prolactin dosage in another laboratory.,Start treatment with anti-emetics.,Assess for renal insufficiency.,b
OIC-042-05-B,"{'question': 'What is the primary cause of secondary uterine amenorrhoea?', 'option_a': 'Pregnancy', 'option_b': 'Synechiae', 'option_c': 'Genital tuberculosis', 'option_d': 'Cervical brachytherapy', 'correct_option': 'A'}",Etiologies,What is the primary cause of secondary uterine amenorrhoea?,Pregnancy,Synechiae,Genital tuberculosis,Cervical brachytherapy,a
OIC-042-09-B,"{'question': 'What is a common cause of functional hypothalamic amenorrhea (FHA)?', 'option_a': 'Excessive lipid intake', 'option_b': 'Voluntary weight loss and restrictive eating', 'option_c': 'High protein diet', 'option_d': 'Increased GnRH secretion', 'correct_option': 'B'}",Etiologies,What is a common cause of functional hypothalamic amenorrhea (FHA)?,Excessive lipid intake,Voluntary weight loss and restrictive eating,High protein diet,Increased GnRH secretion,b
OIC-042-07-B,"{'question': 'What is the most common cause of pituitary-related gonadotropic insufficiency?', 'option_a': 'Autoimmune hypophysitis', 'option_b': 'Prolactin adenoma', 'option_c': ""Sheehan's syndrome"", 'option_d': 'Craniopharyngioma', 'correct_option': 'B'}",Etiologies,What is the most common cause of pituitary-related gonadotropic insufficiency?,Autoimmune hypophysitis,Prolactin adenoma,Sheehan's syndrome,Craniopharyngioma,b
OIC-042-04-B,"{'question': 'What are the two main diagnoses to consider in the absence of a uterus on ultrasound in cases of primary amenorrhoea?', 'option_a': 'Müllerian agenesis and Turner syndrome', 'option_b': 'Müllerian agenesis and complete androgen insensitivity syndrome', 'option_c': 'Turner syndrome and complete androgen insensitivity syndrome', 'option_d': 'Polycystic ovary syndrome and Müllerian agenesis', 'correct_option': 'B'}",Etiologies,What are the two main diagnoses to consider in the absence of a uterus on ultrasound in cases of primary amenorrhoea?,Müllerian agenesis and Turner syndrome,Müllerian agenesis and complete androgen insensitivity syndrome,Turner syndrome and complete androgen insensitivity syndrome,Polycystic ovary syndrome and Müllerian agenesis,b
OIC-042-03-A,"{'question': 'What is the primary purpose of the progestogen test in diagnosing amenorrhea?', 'option_a': 'To confirm pregnancy.', 'option_b': 'To assess the severity of hyperandrogenism.', 'option_c': 'To trigger a withdrawal hemorrhage and assess estrogen levels.', 'option_d': 'To diagnose anatomical anomalies of the genital tract.', 'correct_option': 'C'}",Positive diagnosis,What is the primary purpose of the progestogen test in diagnosing amenorrhea?,To confirm pregnancy.,To assess the severity of hyperandrogenism.,To trigger a withdrawal hemorrhage and assess estrogen levels.,To diagnose anatomical anomalies of the genital tract.,c
OIC-042-02-B,"{'question': 'What triggers the LH surge that leads to ovulation in the menstrual cycle?', 'option_a': 'High levels of progesterone', 'option_b': 'Negative feedback from inhibins', 'option_c': 'Positive feedback from high oestradiol levels', 'option_d': 'Increased FSH levels', 'correct_option': 'C'}",Physiopathology,What triggers the LH surge that leads to ovulation in the menstrual cycle?,High levels of progesterone,Negative feedback from inhibins,Positive feedback from high oestradiol levels,Increased FSH levels,c
OIC-042-06-B,"{'question': 'What are the main known etiologies of premature ovarian failure?', 'option_a': 'Genetic causes and autoimmune polyendocrinopathies', 'option_b': 'Nutritional deficiencies and viral infections', 'option_c': 'Environmental toxins and stress', 'option_d': 'Hormonal imbalances and obesity', 'correct_option': 'A'}",Etiologies,What are the main known etiologies of premature ovarian failure?,Genetic causes and autoimmune polyendocrinopathies,Nutritional deficiencies and viral infections,Environmental toxins and stress,Hormonal imbalances and obesity,a
OIC-042-08-B,"{'question': 'What is the most frequent cause of amenorrhoea with hyperandrogenism?', 'option_a': '21-hydroxylase deficiency', 'option_b': 'Polycystic Ovary Syndrome (PCOS)', 'option_c': 'Adrenal tumors', 'option_d': 'Thyroid dysfunction', 'correct_option': 'B'}",Etiologies,What is the most frequent cause of amenorrhoea with hyperandrogenism?,21-hydroxylase deficiency,Polycystic Ovary Syndrome (PCOS),Adrenal tumors,Thyroid dysfunction,b
OIC-042-01-A,"{'question': 'What is the definition of primary amenorrhoea?', 'option_a': 'Absence of menstruation after age 15 with normal secondary sexual characteristics.', 'option_b': 'Cessation of cycles for more than three months in a previously menstruating woman.', 'option_c': 'Menstrual cycles lasting more than 45 days.', 'option_d': 'Absence of menstruation due to lack of ovulation.', 'correct_option': 'A'}",Definition,What is the definition of primary amenorrhoea?,Absence of menstruation after age 15 with normal secondary sexual characteristics.,Cessation of cycles for more than three months in a previously menstruating woman.,Menstrual cycles lasting more than 45 days.,Absence of menstruation due to lack of ovulation.,a
OIC-328-06-B,"{'question': 'Which type of orthosis is primarily used to immobilize a joint after trauma or surgery?', 'option_a': 'Immobilisation Orthoses', 'option_b': 'Stabilisation Orthoses', 'option_c': 'Function Orthoses', 'option_d': 'Cervical Orthoses', 'correct_option': 'A'}",Management of costs,Which type of orthosis is primarily used to immobilize a joint after trauma or surgery?,Immobilisation Orthoses,Stabilisation Orthoses,Function Orthoses,Cervical Orthoses,a
OIC-328-12-B,"{'question': 'What distinguishes thermal medicine from hydrotherapy and thalassotherapy?', 'option_a': 'Thermal medicine uses seawater without medical supervision.', 'option_b': 'Hydrotherapy involves the external use of any water, regardless of composition.', 'option_c': 'Thalassotherapy is recognized and reimbursed by Health Insurance.', 'option_d': 'Thermal medicine involves therapies applied during a spa stay, including crenotherapy.', 'correct_option': 'D'}",Definition,What distinguishes thermal medicine from hydrotherapy and thalassotherapy?,Thermal medicine uses seawater without medical supervision.,"Hydrotherapy involves the external use of any water, regardless of composition.",Thalassotherapy is recognized and reimbursed by Health Insurance.,"Thermal medicine involves therapies applied during a spa stay, including crenotherapy.",d
OIC-328-05-A,"{'question': 'What is the primary purpose of an orthosis in non-drug therapies?', 'option_a': 'To enhance muscle growth', 'option_b': 'To supplement a deficient limb or spine', 'option_c': 'To replace a missing limb', 'option_d': 'To provide pain relief', 'correct_option': 'B'}",Definition,What is the primary purpose of an orthosis in non-drug therapies?,To enhance muscle growth,To supplement a deficient limb or spine,To replace a missing limb,To provide pain relief,b
OIC-328-08-A,"{'question': 'What is the primary purpose of a limb prosthesis?', 'option_a': 'To enhance the aesthetic appearance of the limb', 'option_b': 'To replace a missing limb or limb segment', 'option_c': 'To provide a temporary solution for limb loss', 'option_d': 'To prevent further limb loss', 'correct_option': 'B'}",Definition,What is the primary purpose of a limb prosthesis?,To enhance the aesthetic appearance of the limb,To replace a missing limb or limb segment,To provide a temporary solution for limb loss,To prevent further limb loss,b
OIC-328-02-A,"{'question': 'What is the principal intended action of a medical device according to the definition provided?', 'option_a': 'Pharmacological means', 'option_b': 'Immunological means', 'option_c': 'Metabolic means', 'option_d': 'Non-pharmacological means', 'correct_option': 'D'}",Definition,What is the principal intended action of a medical device according to the definition provided?,Pharmacological means,Immunological means,Metabolic means,Non-pharmacological means,d
OIC-328-07-B,"{'question': 'What is the primary purpose of prescribing orthoses?', 'option_a': 'To enhance aesthetic appearance', 'option_b': 'To provide support and improve function', 'option_c': 'To replace surgical interventions', 'option_d': 'To eliminate the need for physical therapy', 'correct_option': 'B'}",,What is the primary purpose of prescribing orthoses?,To enhance aesthetic appearance,To provide support and improve function,To replace surgical interventions,To eliminate the need for physical therapy,b
OIC-328-04-B,"{'question': 'What distinguishes major equipment from minor appliances in medical devices?', 'option_a': ""Major equipment is made to measure and requires a specialist's prescription."", 'option_b': 'Minor appliances are reimbursed at 100% if ALD.', 'option_c': 'Major equipment is available on simple prescription by non-specialists.', 'option_d': 'Minor appliances include sophisticated technologies like home automation.', 'correct_option': 'A'}",Definition,What distinguishes major equipment from minor appliances in medical devices?,Major equipment is made to measure and requires a specialist's prescription.,Minor appliances are reimbursed at 100% if ALD.,Major equipment is available on simple prescription by non-specialists.,Minor appliances include sophisticated technologies like home automation.,a
OIC-328-10-B,"{'question': 'What is the primary objective of technical aids in the context of non-drug therapies?', 'option_a': 'To cure disabilities', 'option_b': 'To reduce activity limitations and improve autonomy', 'option_c': 'To replace medical treatments', 'option_d': 'To enhance physical appearance', 'correct_option': 'B'}",Definition,What is the primary objective of technical aids in the context of non-drug therapies?,To cure disabilities,To reduce activity limitations and improve autonomy,To replace medical treatments,To enhance physical appearance,b
OIC-328-09-A,"{'question': 'What is the primary purpose of custom-made orthopedic shoes?', 'option_a': 'To protect the toes', 'option_b': 'To address neurological and volumetric disorders', 'option_c': 'To treat trophic disorders and edema', 'option_d': 'To provide temporary use for any foot condition', 'correct_option': 'B'}",Definition,What is the primary purpose of custom-made orthopedic shoes?,To protect the toes,To address neurological and volumetric disorders,To treat trophic disorders and edema,To provide temporary use for any foot condition,b
OIC-328-03-B,"{'question': 'What is required for the initial prescription of major medical equipment like electric wheelchairs?', 'option_a': 'A general practitioner can prescribe it without any prior agreement.', 'option_b': 'A specialist must prescribe it, and a prior agreement with a specific form is needed.', 'option_c': 'It can be prescribed by a nurse with no need for prior agreement.', 'option_d': 'Reimbursement is always 100%, regardless of ALD status.', 'correct_option': 'B'}",Management,What is required for the initial prescription of major medical equipment like electric wheelchairs?,A general practitioner can prescribe it without any prior agreement.,"A specialist must prescribe it, and a prior agreement with a specific form is needed.",It can be prescribed by a nurse with no need for prior agreement.,"Reimbursement is always 100%, regardless of ALD status.",b
OIC-328-01-A,"{'question': 'What is the primary consideration when prescribing non-medicinal therapies?', 'option_a': ""Patient's dietary habits"", 'option_b': ""Patient's disabilities and activity limitations"", 'option_c': ""Patient's financial status"", 'option_d': ""Patient's family history"", 'correct_option': 'B'}",Evaluation,What is the primary consideration when prescribing non-medicinal therapies?,Patient's dietary habits,Patient's disabilities and activity limitations,Patient's financial status,Patient's family history,b
OIC-328-11-A,"{'question': 'What is a key requirement for prescribing an electric wheelchair?', 'option_a': 'It can be prescribed by any doctor without a trial.', 'option_b': 'It requires a trial to ensure suitability and safety.', 'option_c': 'It can be rented and is covered by health insurance.', 'option_d': 'It does not require prior agreement with health insurance.', 'correct_option': 'B'}",Definition,What is a key requirement for prescribing an electric wheelchair?,It can be prescribed by any doctor without a trial.,It requires a trial to ensure suitability and safety.,It can be rented and is covered by health insurance.,It does not require prior agreement with health insurance.,b
OIC-269-07-A,"{'question': 'What is the primary purpose of prescribing biological tests in the event of acute abdominal pain?', 'option_a': 'To confirm the suspected aetiology from the clinical examination.', 'option_b': 'To immediately treat the abdominal pain.', 'option_c': 'To replace the need for a clinical examination.', 'option_d': 'To determine the exact location of the pain.', 'correct_option': 'A'}",Additional tests,What is the primary purpose of prescribing biological tests in the event of acute abdominal pain?,To confirm the suspected aetiology from the clinical examination.,To immediately treat the abdominal pain.,To replace the need for a clinical examination.,To determine the exact location of the pain.,a
OIC-269-01-A,"{'question': 'What is a key step in diagnosing abdominal pain in infants?', 'option_a': 'Relying solely on crying and restlessness', 'option_b': 'Conducting a complete physical examination', 'option_c': 'Asking the infant to localize the pain', 'option_d': 'Using precise topography from the child', 'correct_option': 'B'}",Positive diagnosis,What is a key step in diagnosing abdominal pain in infants?,Relying solely on crying and restlessness,Conducting a complete physical examination,Asking the infant to localize the pain,Using precise topography from the child,b
OIC-269-02-A,"{'question': 'Which condition is most frequently life-threatening in infants aged 1 month to 2 years?', 'option_a': 'Strangulated inguinal hernia', 'option_b': 'Acute intestinal invagination', 'option_c': 'Appendicitis', 'option_d': ""Hirschsprung's disease"", 'correct_option': 'B'}",Positive diagnosis,Which condition is most frequently life-threatening in infants aged 1 month to 2 years?,Strangulated inguinal hernia,Acute intestinal invagination,Appendicitis,Hirschsprung's disease,b
OIC-269-05-A,"{'question': 'What is the gold standard diagnostic tool for acute intestinal intussusception in children?', 'option_a': 'CT scan', 'option_b': 'Abdominal ultrasound', 'option_c': 'MRI', 'option_d': 'X-ray', 'correct_option': 'B'}",Identifying the emergency,What is the gold standard diagnostic tool for acute intestinal intussusception in children?,CT scan,Abdominal ultrasound,MRI,X-ray,b
OIC-269-09-A,"{'question': 'Which type of abdominal pain is characterized by sudden onset, rapidly increasing intensity, and irradiation to the right scapula?', 'option_a': 'Biliary Pain', 'option_b': 'Gastroduodenal Pain', 'option_c': 'Colonic Pain', 'option_d': 'Pancreatic Pain', 'correct_option': 'A'}",Etiologies,"Which type of abdominal pain is characterized by sudden onset, rapidly increasing intensity, and irradiation to the right scapula?",Biliary Pain,Gastroduodenal Pain,Colonic Pain,Pancreatic Pain,a
OIC-269-08-A,"{'question': 'Which imaging examination is the first-line choice for gynecological and urinary pathologies in cases of acute abdominal pain?', 'option_a': 'Abdominal Ultrasound', 'option_b': 'Injected Abdomino-Pelvic Scanner', 'option_c': 'Oesogastroduodenal Endoscopy', 'option_d': 'Chest X-ray', 'correct_option': 'A'}",Additional examinations,Which imaging examination is the first-line choice for gynecological and urinary pathologies in cases of acute abdominal pain?,Abdominal Ultrasound,Injected Abdomino-Pelvic Scanner,Oesogastroduodenal Endoscopy,Chest X-ray,a
OIC-269-06-A,"{'question': 'Which of the following is NOT a characteristic used to assess acute abdominal pain in adults?', 'option_a': 'Headquarters', 'option_b': 'Irradiation', 'option_c': 'Terrain and Context', 'option_d': 'Intensity', 'correct_option': 'C'}",Positive diagnosis,Which of the following is NOT a characteristic used to assess acute abdominal pain in adults?,Headquarters,Irradiation,Terrain and Context,Intensity,c
OIC-269-04-A,"{'question': 'Which of the following is a key indicator of a surgical or medical emergency in children?', 'option_a': 'Mild abdominal discomfort', 'option_b': 'Bilious vomiting', 'option_c': 'Slight fever', 'option_d': 'Occasional cough', 'correct_option': 'B'}",Identifying an emergency,Which of the following is a key indicator of a surgical or medical emergency in children?,Mild abdominal discomfort,Bilious vomiting,Slight fever,Occasional cough,b
OIC-269-03-A,"{'question': 'What is the first-line imaging examination for diagnosing acute abdominal pain in children when further tests are needed?', 'option_a': 'CT scan', 'option_b': 'MRI scan', 'option_c': 'Ultrasound scan', 'option_d': 'X-ray', 'correct_option': 'C'}",,What is the first-line imaging examination for diagnosing acute abdominal pain in children when further tests are needed?,CT scan,MRI scan,Ultrasound scan,X-ray,c
OIC-019-05-A,"{'question': 'Which branch of the French General Scheme is responsible for managing risks related to sickness, maternity, and occupational diseases?', 'option_a': 'Caisse nationale des allocations familiales (Cnaf)', 'option_b': ""Caisse Nationale d'Assurance Maladie (CNAM)"", 'option_c': ""Caisse nationale d'assurance vieillesse (CNAV)"", 'option_d': ""Caisse nationale de solidarité pour l'autonomie (CNSA)"", 'correct_option': 'B'}",Definition,"Which branch of the French General Scheme is responsible for managing risks related to sickness, maternity, and occupational diseases?",Caisse nationale des allocations familiales (Cnaf),Caisse Nationale d'Assurance Maladie (CNAM),Caisse nationale d'assurance vieillesse (CNAV),Caisse nationale de solidarité pour l'autonomie (CNSA),b
OIC-019-12-A,"{'question': 'What is the main benefit for patients with an illness covered under the ALD protocol?', 'option_a': 'They receive free medication for all conditions.', 'option_b': 'They are exempted from co-payment for care related to the ALD.', 'option_c': 'They can choose any doctor without restrictions.', 'option_d': 'They are automatically cured of the illness.', 'correct_option': 'B'}",,What is the main benefit for patients with an illness covered under the ALD protocol?,They receive free medication for all conditions.,They are exempted from co-payment for care related to the ALD.,They can choose any doctor without restrictions.,They are automatically cured of the illness.,b
OIC-019-08-A,"{'question': 'What is the primary reason for the sustainability challenge faced by special social security schemes in France?', 'option_a': 'The integration of self-employed individuals into the general scheme.', 'option_b': 'The decline in industrial sectors like mining and tobacco.', 'option_c': 'The increase in the number of special schemes since 1945.', 'option_d': 'The exclusion of agricultural workers from the general scheme.', 'correct_option': 'B'}",Definition,What is the primary reason for the sustainability challenge faced by special social security schemes in France?,The integration of self-employed individuals into the general scheme.,The decline in industrial sectors like mining and tobacco.,The increase in the number of special schemes since 1945.,The exclusion of agricultural workers from the general scheme.,b
OIC-019-04-B,"{'question': 'What has been the trend in the sources of funding for social protection since 1990?', 'option_a': 'Increase in social security contributions', 'option_b': 'Decline in fiscal resources', 'option_c': 'Increase in earmarked taxes', 'option_d': 'Decrease in state public contributions', 'correct_option': 'C'}",,What has been the trend in the sources of funding for social protection since 1990?,Increase in social security contributions,Decline in fiscal resources,Increase in earmarked taxes,Decrease in state public contributions,c
OIC-019-10-A,"{'question': ""What is the primary purpose of the 'ticket modérateur' in the French healthcare system?"", 'option_a': 'To fully cover all healthcare costs for patients.', 'option_b': 'To regulate healthcare consumption by making patients financially responsible.', 'option_c': 'To provide free healthcare services to all citizens.', 'option_d': 'To eliminate the need for private insurance.', 'correct_option': 'B'}",,What is the primary purpose of the 'ticket modérateur' in the French healthcare system?,To fully cover all healthcare costs for patients.,To regulate healthcare consumption by making patients financially responsible.,To provide free healthcare services to all citizens.,To eliminate the need for private insurance.,b
OIC-019-07-B,"{'question': 'What is the primary purpose of the National Health Insurance Expenditure Target (ONDAM) in France?', 'option_a': 'To increase health insurance premiums annually.', 'option_b': 'To regulate and forecast health insurance expenditure.', 'option_c': 'To provide unlimited funding for all healthcare services.', 'option_d': 'To eliminate private healthcare establishments.', 'correct_option': 'B'}",Definition,What is the primary purpose of the National Health Insurance Expenditure Target (ONDAM) in France?,To increase health insurance premiums annually.,To regulate and forecast health insurance expenditure.,To provide unlimited funding for all healthcare services.,To eliminate private healthcare establishments.,b
