id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-019-09-A,Definition,What is one of the primary missions of the Caisse Nationale d'Assurance Maladie (CNAM) within the General Social Security System?,To provide financial assistance for housing and transportation,To regulate employment and labor laws in France,"To ""pay for the care provided to insured persons"" and contribute to population health and healthcare system efficiency",To oversee educational programs and literacy rates,C
OIC-019-01-A,Definition,Which of the following best describes the 'Compulsory Social Insurance Approach' within social protection systems?,"Benefits are granted only to those who meet specific means-testing criteria, focusing on individuals without sufficient resources.",Payment into and withdrawal of benefits are based on individual or group risk pooling and voluntary contributions.,"Social insurance benefits are financed by social contributions deducted from income, reserved for insured individuals or their beneficiaries.",A system where individuals receive a uniform minimum income to combat poverty without association to their contributions.,C
OIC-283-02-A,Definition,What duration defines chronic constipation in children and adults?,At least 3 months,At least 6 months,At least 9 months,At least 12 months,B
OIC-283-06-B,Etiologies,Which of the following symptoms is most indicative of secondary constipation rather than idiopathic constipation?,Frequent bowel movements with soft stools,Exaggerated pushing efforts and feeling of incomplete evacuation,Decrease in the number of weekly bowel movements with dehydrated stools,Increase in bowel frequency without changes in stool consistency,B
OIC-283-01-B,Epidemiology,What is the prevalence of constipation in school-age children according to pediatric consultations in private practice?,Less than 1% of pediatric consultations,About 5% of pediatric consultations,Between 10% and 15% of pediatric consultations,More than 20% of pediatric consultations,B
OIC-283-05-A,Positive diagnosis,"During a clinical examination for suspected constipation in a patient, which of the following findings is LEAST likely to be associated with chronic constipation?",Tenderness in the left iliac fossa,Presence of fecal matter in the rectal ampulla,Proctological examination revealing fissures in the anal margin,Dynamic perineal examination showing abnormal contraction of the external anal sphincter,C
OIC-283-07-A,Management,Which of the following is NOT a recommended treatment for constipation in adults according to the educational content provided?,Increasing water intake to at least 2 bottles per day.,Regular physical exercise to improve bowel movements.,Use of a step stool to facilitate defecation.,Anorectal rehabilitation for distal constipation.,B
OIC-283-09-B,Management,"Which of the following is NOT a recommended management strategy for chronic constipation in children and adults, according to the provided educational content?",Administering prolonged medicinal treatment with osmotic agents in neonates.,Gradually reducing high-dose PEG in cases of fecal impaction after several months.,Implementing psychological treatment when the constipation is due to psychological causes.,Using enemas solely for the initial treatment of chronic constipation.,D
OIC-283-04-B,Complementary examinations,Which of the following situations indicates the need for a colonoscopy with general anesthetic in a patient with constipation?,The patient is under 50 years old with no warning signs.,The patient is over 50 years old or has warning signs like rectal discharge or unexplained change in transit.,The patient has a history of diabetes with normal blood glucose levels.,The patient requests a colonoscopy out of personal preference.,B
OIC-283-08-B,Follow-up and/or prognosis,Which of the following is NOT a common complication of chronic constipation in children and adults?,Encopresis,Rectal Prolapse,Frequent urination,Abdominal Pain,C
OIC-283-03-B,Physiopathology,Which of the following is a primary factor in the development of functional constipation in children according to the provided educational content?,Exclusive consumption of high-fiber foods,Absence of colonic contraction,Excessive water intake,Presence of a hypertonic sphincter,B
OIC-005-09-A,Definition,What differentiates a medical accident from an iatrogenic condition?,"A medical accident is always caused by a healthcare professional's error, while an iatrogenic condition is caused by the patient's misuse of medication.","A medical accident results in abnormal damage to the patient's state of health, while an iatrogenic condition refers to harmful effects from a treatment that may occur even when the treatment is administered correctly.","Iatrogenic conditions are preventable events, whereas medical accidents are unpreventable and always lead to severe health consequences.",Medical accidents and iatrogenic conditions are both intentional acts of harm by healthcare professionals.,B
OIC-005-11-A,Definition,What is a therapeutic hazard in medical practice?,An error made by healthcare professionals during treatment.,An unforeseen event causing damage that occurs due to an error or lack of compliance in care.,An unavoidable event causing harm that happens despite a compliant and error-free care action.,A situation where a patient intentionally causes harm to themselves.,C
OIC-005-12-B,Epidemiology,Which of the following factors is least likely to contribute directly to litigation following a medical accident?,The patient's language barriers impacting communication.,The use of outdated medical equipment during treatment.,The organization's policy on continuing staff training.,The national interest rates affecting the hospital's funding.,D
OIC-005-13-A,Definition,Which of the following factors is NOT typically associated with contributing to human error in a healthcare setting?,Lack of team communication and leadership,Excessive knowledge and experience,Stress and fatigue,Poorly organized teamwork,B
OIC-005-15-B,Definition,Which of the following best represents the principles of a positive error culture in healthcare settings?,Punishing healthcare professionals for making mistakes to ensure they do not repeat them.,"Blaming the individual who made the error, as they are the last in the chain of care.",Encouraging the reporting of errors without fear of negative consequences and analyzing them to prevent recurrence.,Keeping errors secret to maintain the reputation of the healthcare institution.,C
OIC-005-07-A,Definition,"Which of the following best describes the conditions under which a health professional can be held legally liable for negligence in France, according to the French Public Health Code and patients' rights?",The patient must prove that the health professional intentionally caused harm.,The health professional is liable if the patient cannot afford the treatment received.,"The health professional is only liable if there is a breach of established medical knowledge or scientific data, or a breach of a duty of humanism.",The health professional is automatically liable for any adverse outcome of a medical act.,C
OIC-005-06-A,Definition,What does the term 'no-fault liability' refer to in medical law?,Liability that arises only when a healthcare professional is proven to have committed a breach of professional rules or made an error.,"Liability for damages that occurs without any breach of professional or scientific rules, which is acknowledged for events like nosocomial infections.",Liability that is solely based on the intentional harm caused by a healthcare professional to a patient.,Liability for damages that can only be claimed if there is a pre-existing contractual agreement between the patient and the healthcare provider.,B
OIC-005-02-A,Definition,Which of the following scenarios could potentially lead to criminal liability for a doctor under French Penal Code?,A doctor provides incorrect medical advice that results in a minor allergic reaction.,"A doctor fails to inform a patient about the risks associated with a surgical procedure, leading to complications.","A doctor deliberately breaches patient confidentiality, sharing private medical information without consent.",A doctor prescribes medication that is off-label but has been deemed safe by relevant medical guidelines.,C
OIC-005-01-A,Definition,"In the context of medical liability, which of the following best describes the conditions under which a patient must prove to receive compensation for harmful consequences of a medical act?","The patient must prove the act caused damage, the act was performed with intentional harm, and there was a direct causal link between the act and the damage.","The patient must prove the act caused damage, there was a causal link between the act and the damage, and the damage was present, certain, or future with absolute certainty.","The patient must demonstrate that the act caused damage, there was a causal link between the act and the damage, and the damage was present and certain.","The patient must show that the act caused no damage, there was a causal link between the act and the damage, and the damage was present but uncertain.",C
OIC-005-10-A,Definition,What is the correct definition of a nosocomial infection?,An infection present upon admission to a healthcare facility.,"An infection contracted during a stay in a healthcare facility, regardless of when it appeared.","An infection that appears within 48 hours of hospitalization, indicating it was present on admission.","An infection that appears after 48 hours of hospitalization, indicating it was contracted during the stay.",D
OIC-005-08-A,Definition,Which of the following best describes a 'serious adverse event (SAE)' in a medical context?,A minor injury that requires no hospitalization.,A mistake that results in the patient receiving the wrong medication but no harm occurs.,"A harmful outcome such as death, serious complication, or a one-day hospital stay.",A routine non-compliance with a medical recommendation that does not cause any patient harm.,C
OIC-005-04-A,Definition,"In the context of administrative liability within the healthcare setting, which of the following scenarios would most likely engage the liability of a public health establishment according to administrative jurisprudence?",A doctor commits a personal misconduct during a private clinic appointment unrelated to their professional duties.,An on-call surgeon refuses to treat a patient with a gunshot wound despite having been warned of the patient's critical condition.,A hospital employee uses their personal vehicle for a non-work-related errand during their lunch break.,"A doctor improperly delegates their responsibilities to an intern without proper training, leading to patient harm.",D
OIC-005-05-A,Definition,"In the context of disciplinary liability for doctors, which of the following actions constitutes a disciplinary offence according to the Code of Medical Ethics?",A doctor committing a crime that is not related to their professional activity.,A doctor violating a legal rule that is not part of the Code of Medical Ethics.,"A doctor breaching the rules of medical ethics, even if it occurs in private life.",A doctor adhering to a behavior prohibited by society but not explicitly mentioned in the Code of Medical Ethics.,C
OIC-005-14-B,,"In the context of preventing medical errors, which of the following best describes the primary purpose of recovery barriers?",To prevent errors from occurring in the first place.,To limit the consequences of an error that has already been made and not recovered.,To ensure that all medical equipment is physically protected from errors.,To provide intangible defenses such as laws and regulations.,B
OIC-005-03-A,Definition,"Under French law, in what scenario can a self-employed medical professional incur civil liability?",When they cause damage outside the scope of their mission as provided by their employer.,When they operate within the scope of their mission as provided by their employer.,When they are employed by a private healthcare establishment and cause damage to a patient.,When they are practicing exclusively within a public health institution and cause damage.,A
OIC-050-16-B,Additional examinations,"In the clinical management of suspected spermatic cord torsion, which of the following statements is correct based on the given educational content?",Ultrasound with Doppler is the first-line imaging modality and can definitively diagnose spermatic cord torsion.,A normal Doppler examination can conclusively rule out spermatic cord torsion.,"Testicular ultrasound with Doppler may assist in diagnosis, especially in atypical cases, but it is not definitive for ruling out torsion.",Surgical exploration should be delayed until imaging results are obtained to confirm torsion.,C
OIC-050-14-A,Management,"Which of the following statements accurately reflects the management guidelines for preputial infections, phimosis, and paraphimosis in boys and men?",Surgical treatment for phimosis should be considered in children aged 3-4 years.,Balanoposthitis can be managed with a prescription for local antiseptic-based care in children.,Paraphimosis can be treated by applying dermocorticoids for several weeks in children and adults.,Emergency manual reduction of paraphimosis involves tilting the preputial ring backwards using index and middle fingers with thumb pressure.,B
OIC-050-07-B,Management,What is the immediate management step for a diagnosed case of testicular torsion in boys and men?,Immediate surgical scrotal exploration and orchidopexy to confirm viability of the testicle.,Delay treatment until further investigations are complete.,Start with a course of broad-spectrum antibiotics and await improvement.,Perform a transurethral resection of the prostate and monitor for improvement.,A
OIC-050-12-B,Management,Which of the following statements best describes the recommended management for cryptorchidism in boys and men?,Medical treatment with intramuscular HCG injections is the primary and preferred treatment for cryptorchidism.,Surgery to lower an undescended testicle should be considered at any age to reduce the risk of infertility and cancer.,"Surgery for cryptorchidism is typically performed after the age of 1 year and involves lowering the testicle, with lifelong monitoring recommended due to an increased risk of cancer.",Undescended testicles can be managed by regular autopalpation alone without the need for surgical intervention or monitoring.,C
OIC-050-11-B,Additional examinations,What is the recommended course of action for an adult patient with an undescended testis that cannot be palpated?,Immediate referral to a pediatric surgeon,Surveillance with imaging techniques such as CT scan or MRI,Clinical examination and observation without any imaging,Laparoscopic exploration without prior imaging,B
OIC-050-13-A,,What is the correct definition of Phimosis in adults?,A physiological condition in infants and children up to 4-5 years due to balanopreputial adhesions.,An inflammation of the glans and foreskin caused by smegma accumulation.,"The appearance of Phimosis in adulthood should prompt a search for penile cancer, scleratrophic lichen, or poorly controlled diabetes.",A condition where the foreskin is excessively elastic and can easily retract.,C
OIC-050-02-A,Emergency identification,Which of the following is the most appropriate immediate management for a suspected case of testicular torsion in an adolescent?,Wait for testicular Doppler ultrasound results before proceeding with any surgical intervention.,Attempt external detorsion to alleviate pain and potentially reduce ischemic duration before considering surgery.,Administer broad antibiotic therapy to fight any potential infection.,"Perform immediate surgery for detorsion without delay, even if Doppler ultrasound results are inconclusive.",D
OIC-050-09-B,Additional examinations,Which of the following is a contraindication for using scrotal ultrasound in the evaluation of a hydrocele?,Confirmation of hydrocele diagnosis,Assessment of underlying testicle condition,Percutaneous puncture,Differential diagnosis of related conditions,C
OIC-050-05-B,Complementary examinations,"When diagnosing orchi-epididymitis and suspecting further complications, which of the following additional examinations might be considered?",CT scan of the abdomen,MRI of the brain,Scrotal ultrasound,X-ray of the chest,C
OIC-050-15-A,Positive diagnosis,Which of the following is a positive sign of spermatic cord torsion during physical examination?,Normal testicular position and absence of fever,"Painful, enlarged bursa and retracted testicle",Pain relief after lying down and absence of nausea,Presence of urethral discharge and normal cremasteric reflex,B
OIC-050-08-A,Positive diagnosis,What is a distinguishing clinical feature in the diagnosis of a hydrocele compared to a cord cyst in boys and men?,A hydrocele presents with painful swelling; a cord cyst does not.,A hydrocele is typically palpable and does not change in volume; a cord cyst is not.,A hydrocele may transilluminate when a light source is applied; a cord cyst cannot.,A hydrocele resolves on its own without intervention; a cord cyst requires immediate surgery.,C
OIC-050-04-A,Positive diagnosis,Which of the following is a typical clinical presentation of orchiepididymitis in individuals between puberty and the age of 35?,"Sudden onset fever of high intensity, painless scrotal discharge, and chronic prostatitis","Gradual onset fever of variable intensity, painful scrotal pain radiating along the cord, induration of the cord and epididymis, and an inflamed scrotum","Acute prostatitis, high fever, sweating, and chills, without scrotal pain or inflammation","Prehn's sign (pain relief upon lifting the testicle) indicative of torsion, without scrotal inflammation or pain",B
OIC-050-06-A,Management,Which of the following is the correct management strategy for orchi-epididymitis when a sexually transmitted infection (STI) is not suspected?,Administer ceftriaxone 500 mg intramuscularly and Doxycycline 200 mg per day for 10 days.,"Use a fluoroquinolone (ciprofloxacin or levofloxacin) or a 3rd generation cephalosporin based on the antibiogram, for 14 days.",Prescribe cotrimoxazole for children and a jockstrap for adults for 14 days.,Treat with Doxycycline 200 mg per day for 7 days and wear loose clothing.,B
OIC-050-01-A,Positive diagnosis,"During a clinical examination of a male patient, which of the following conditions is characterized by a painless, enlarged bursa that can be confirmed with a positive transillumination test?",Spermatic Cord Torsion,Orchiepididymitis,Hydrocele,Varicocele,C
OIC-050-10-A,,Which of the following statements accurately describes the condition known as cryptorchidism in boys and men?,The condition involves a bilateral migration of testicles into the inguinal canal.,"It is characterized by the inability to palpate the testicle in its normal migratory path, often due to closed hernial orifices.",Cryptorchidism is identified when a testicle can be easily lowered by hand to the bottom of the bursa without tension.,"The condition refers to testicles found outside of the scrotum, commonly known as true ectopia.",B
OIC-076-17-B,Management,Which of the following is NOT an appropriate indication for hospital withdrawal of an alcohol-dependent patient?,A history of withdrawal accidents,Severe physical dependence with intense withdrawal symptoms,"A stable, non-addictive comorbidity without any history of withdrawal accidents",Unfavorable social environment with precarious living conditions,C
OIC-076-20-B,Management,Which of the following medications is primarily used to reduce alcohol consumption in individuals with alcohol dependence?,Acamprosate,Naltrexone,Disulfiram,Nalmefene,D
OIC-076-10-A,Positive diagnosis,Which of the following best describes the main social complications of alcohol misuse and its link to precariousness as outlined in the educational content?,"Alcohol misuse primarily affects personal relationships, leading to improved mental health in family members due to increased communication.","The main social complications of alcohol misuse include violence, job issues, financial instability, and legal problems, which contribute to an increased risk of precariousness.",Alcohol misuse solely results in professional success due to enhanced creativity and problem-solving skills in stressful situations.,The main social complications of alcohol misuse are limited to physical health deterioration and do not affect social or professional aspects of life.,B
OIC-076-11-A,Additional tests,Which biological marker is considered the most specific for monitoring alcohol dependence and is known to normalize within a few weeks of cessation of alcohol consumption?,Blood Alcohol Level,GGT (Gamma Glutamyl Transpeptidase),VGM (Mean Corpuscular Volume),CDT (Desialylated Transferrin),D
OIC-076-07-A,Positive diagnosis,Which of the following is NOT a typical symptom of Uncomplicated Withdrawal Syndrome in highly dependent individuals after cessation of alcohol consumption?,Profound sweating (SD-025),Seizures occurring within 48 hours of stopping alcohol (SD-120),Insomnia (SD-135),Tremor (SD-128),B
OIC-076-02-A,Definition,Which of the following best describes the term 'dependence' as defined in the educational content provided?,A temporary reliance on a substance that does not affect daily functioning.,"A set of behavioral, cognitive, and physiological phenomena where the use of a psychoactive substance leads to a progressive loss of interest in other activities.",The occasional consumption of a substance without any negative consequences.,A state where an individual uses a substance in a way that is risky but not harmful or addictive.,B
OIC-076-04-A,,"According to the low-risk drinking guidelines proposed by Santé Publique France, which of the following is NOT recommended for individuals who drink alcohol?",Limit consumption to no more than 10 standard drinks per week,Include non-drinking days in your weekly schedule,"Drink alcohol daily, up to 3 standard drinks per day",Avoid drinking in situations such as when driving a car or handling tools,C
OIC-076-08-A,Identify the emergency,"When diagnosing acute alcohol intoxication in an elderly patient who has fallen, which of the following sets of symptoms and diagnostic steps is accurate?","Disinhibition, euphoric effect, prolonged reaction time, diagnosed by anamnesis, characteristic breath odour, and confirmed by blood alcohol level. Differential diagnoses include hypoglycaemia, hyponatraemia, and head trauma.","Euphoria, localized seizures, arterial hypotension, confirmed by brain imaging and MRI. Differential diagnoses include cerebral ischaemia and hyponatraemia.","Aggression, disinhibition, arterial hypotension, detected by systematic neurological examination, and blood alcohol level confirmation. Differential diagnoses include hypoglycaemia, alcoholic ketoacidosis, and other psychoactive substances.","Prolonged reaction time, hyperthermia, unresponsive to stimuli, diagnosed by anamnesis and brain imaging. Differential diagnoses include hyponatraemia and head trauma.",A
OIC-076-05-A,Positive diagnosis,Which of the following sets of criteria correctly diagnoses dependency according to ICD-11?,"Harmful use is present with physical damage from alcohol, and craving for psychoactive substances.","Continuing to use a psychoactive substance despite clear harm, but without any physiological withdrawal symptoms.","At least three of the following over the past year: craving, difficulty controlling substance use, physiological withdrawal, tolerance, loss of interest in other pleasures, and increased time spent obtaining or recovering from substance use.",Two criteria of powerfully compulsive desire and significant time spent in substance acquisition.,C
OIC-076-06-A,Positive diagnosis,"Based on the AUDIT-C questionnaire, which of the following scores would suggest current alcohol misuse in men?",2,3,4,5,C
OIC-076-15-A,Management,Which of the following is a primary objective in the treatment of alcohol dependence according to the provided educational content?,To increase alcohol consumption gradually,To promote complete cessation of use or return to low-risk use,To focus solely on psychiatric comorbidities,To disregard social repercussions in favor of medical treatment,B
OIC-076-14-B,Management,Which of the following best describes the process of Early Identification and Brief Intervention (EIBI) for managing alcohol misuse?,"EIBI involves long-term therapy sessions focused on addiction recovery, typically lasting several hours each week.","EIBI is a systematic approach that includes screening for alcohol misuse, brief intervention for non-addictive misuse, and immediate referral to residential treatment facilities.","EIBI consists of a short, empathetic, non-judgmental intervention lasting 5 to 20 minutes, aimed at encouraging individuals to reduce their alcohol consumption according to low-risk guidelines.","EIBI is a method that solely focuses on punitive measures to discourage alcohol consumption, including fines and legal actions for those who exceed personal consumption limits.",C
OIC-076-18-B,Management,"In the management of withdrawal from alcohol dependence, which of the following is NOT a recommended treatment step for a patient experiencing convulsive seizures or delirium tremens?",Hospitalization in intensive or continuing care,High-dose parenteral vitamin B1 supplementation before any glucose infusion,"Systematic high-dose diazepam, tapering off over 7 to 10 days",Initiation of long-term anticonvulsant treatment during the acute phase,D
OIC-076-09-A,Positive diagnosis,Which of the following statements accurately describes the relationship between alcohol misuse and psychiatric disorders according to the educational content provided?,Alcohol misuse typically leads to primary psychiatric disorders like anxiety and depression before the commencement of misuse.,"Alcohol misuse has no significant association with other psychiatric pathologies, such as schizophrenia or bipolar disorder.","Alcohol misuse can result in psychiatric comorbidities like anxiety and depression, and is associated with an increased risk of suicide, particularly during acute withdrawal phases.","The onset of psychiatric symptoms or disorders, such as schizophrenia or bipolar disorder, only occurs as a secondary effect due to chronic alcohol consumption and does not influence the frequency of alcohol misuse.",C
OIC-076-03-A,Definition,"According to the ICD 11 and DSM-5, how does alcohol dependence (ICD) relate to alcohol use disorder (DSM-5)?",Alcohol dependence (ICD) is considered a milder form of alcohol use disorder (DSM-5).,Alcohol dependence (ICD) and alcohol use disorder (DSM-5) are completely unrelated.,Alcohol dependence (ICD) corresponds to moderate and severe alcohol use disorder (DSM-5).,"Alcohol use disorder (DSM-5) refers exclusively to mild cases, whereas alcohol dependence (ICD) covers all levels.",C
OIC-076-12-A,,Which of the following is NOT a general medical complication of alcohol consumption?,Korsakoff's syndrome,Alcoholic dementia,Osmotic demyelination syndrome,Diabetes mellitus,D
OIC-076-19-B,Taking charge,Which of the following best describes the primary objective of self-help groups as mentioned in the educational content on alcohol dependence?,To provide professional medical treatment for those with alcohol dependence.,To enforce strict abstinence from alcohol through punishment-based programs.,To combat isolation by offering mutual support and facilitating social links.,To regulate and control the distribution of alcohol within communities.,C
OIC-076-16-A,Management,Which principle of motivational interviewing is primarily utilized in the management of alcohol dependence?,Confrontation and persuasion,Active listening and empathy,Providing direct advice and solutions,Ignoring patient's perspective and focusing on facts,B
OIC-076-01-A,Epidemiology,Which statement accurately reflects the epidemiology of alcohol dependence in France based on the provided educational content?,"Only 10% of French people drink at risk, with an even gender distribution.",Alcohol dependence is the least common cause of avoidable death in France.,"More than 20% of French people drink at risk, predominantly among females.","Over 20% of French people drink at risk, with a male predominance.",D
OIC-076-13-A,Definition,Which of the following best describes the objective of primary prevention strategies for alcohol misuse?,To treat existing cases of alcohol dependence and withdrawal symptoms.,To focus on punitive measures for individuals who have already started consuming alcohol.,To prevent or delay the first use of psychoactive substances by addressing early use through education and non-judgmental attitudes.,To monitor and control the distribution of alcoholic products in the market.,C
OIC-049-13-B,Etiologies,Which of the following is NOT a recognized etiological framework for early puberty?,Central Precocious Puberty caused by a non-tumoral intracranial process like hydrocephalus,Peripheral Precocious Puberty associated with granulosa tumor,Early puberty resulting exclusively from genetic mutations without any other identifiable cause,Exogenous Precocious Puberty due to environmental factors,C
OIC-049-08-B,Physiopathology,"During puberty, which hormone is primarily responsible for the development of secondary sexual characteristics in boys?",Estrogen,Testosterone,Progesterone,Follicle Stimulating Hormone (FSH),B
