id,rubric,question,option_a,option_b,option_c,option_d,correct_option,content_gpt,originality,readability,starts_with_negation,is_question,relevance,ambiguity,gpt_answer,disclosure,difficulty
OIC-050-07-B,Management,Which of the following is the correct immediate management for a patient diagnosed with testicular torsion?,Administer antibiotics and schedule for surgical debridement in one week.,"Perform immediate surgical scrotal exploration, untwist the spermatic cord, and consider orchidopexy if the testicle is viable.",Conduct further investigations before proceeding with any surgical intervention.,"Recommend bed rest and pain management, with a follow-up appointment in two weeks.",B,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Know the general principles of management of testicular torsion, necrotizing fasciitis of the external genitalia, phimosis, paraphimosis.  
**Description:** None  
**Rubric:** Management  

== Definitions ==

**Torsion of the Spermatic Cord:**

- Spermatic cord torsion is a diagnostic and therapeutic emergency requiring immediate surgical scrotal exploration to confirm the diagnosis, remove the ischemia by untwisting the spermatic cord, and perform an orchidopexy if the testicle appears viable. Contralateral orchidopexy may be performed at the same time or at a later date. If the testicle is not viable, orchiectomy is necessary.
- No further investigations should delay surgical management.
- The patient and his family must be warned of the risk of orchiectomy and sequelae of testicular atrophy if the testicle has been preserved.

**Necrotizing Fasciitis:**

- The treatment of necrotizing fasciitis of the external genitalia is multidisciplinary, based on the following management options:
  - Medical: In an intensive care unit with antibiotic therapy combining C3G and an aminoglycoside combined with an anti-anaerobic antibiotic.
  - Surgical: Under general anesthetic as an emergency measure, with surgical debridement of necrotic tissue without any closure. A urinary or digestive diversion may be necessary.
  - Hyperbaric oxygen therapy.",1.0,14.250000000000004,False,True,0.8164250254631042,0.5710094571113586,b,False,1
OIC-050-12-B,Management,What is the recommended management for cryptorchidism in boys and men?,Medical treatment with intramuscular HCG injections,"Surgical intervention with lowering of the testicle, ideally before the age of 1 year",Observation and monitoring without any intervention,"Lowering the testicle via an inguinal approach and then fixing scrotally, regardless of age",B,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Know How to Manage Cryptorchidism  
**Description:** None  
**Rubric:** Management  

- The reference treatment is surgical: lowering of the testicle.
- Surgery for cryptorchidism should not be considered before the age of 1 year.
- Lowering the testicle reduces the risk of infertility and facilitates monitoring of the testicle, which may subsequently become the site of a tumour (313), even when lowered (associated gonadal dysgenesis).
- In the case of an undescended but palpable testis, the testicle is lowered via an inguinal approach and then fixed scrotally.
- In the case of an undescended testicle that cannot be palpated, the operation is started with exploratory laparoscopy in search of the testicle, followed by surgical lowering in one or two stages (after initial ligation of the spermatic vessels).
- The risk of cancer (313) is increased for undescended testicles (relative risk of 30 to 40). Even after testicular descent, the risk of cancer remains higher than in the general population. Lifelong monitoring by autopalpation is recommended.
- Medical treatment with intramuscular HCG injections is no longer recommended for children.",1.0,10.154545454545456,False,True,0.8328225612640381,0.6550865372021993,d,False,4
OIC-050-11-B,Additional examinations,What is the recommended course of action for an adult with an undescended testis that cannot be palpated?,Immediate surgical intervention,Referral to a pediatric surgeon,"Surveillance by imaging (CT scan, MRI)",No further action is required,C,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Knowing the Indications for Imaging in the Presence of an Undescended Testis  
**Description:** None  
**Rubric:** Additional Examinations

**In Children:**
- The diagnosis is clinical. There is no need for additional examinations because no imaging technique is really effective (HAS, pertinence des soins, February 2018).
- If the testicle cannot be felt on clinical examination, the child should be referred to a pediatric surgeon.
- If the testicle cannot be palpated under general anesthesia, laparoscopic exploration for diagnostic and/or therapeutic purposes is indicated.

**In Adults:**
- Surveillance by imaging (CT scan, MRI) is recommended for an unpalpated testicle, as cryptorchidism is a major risk factor for cancer of the testicle (2C-313).",1.0,11.752222222222223,False,True,0.741405725479126,0.5406981507937113,c,False,2
OIC-050-13-A,,What is the primary cause of paraphimosis in adults?,Forced retraction of the foreskin during toilet use,Accumulation of smegma,Balanopreputial adhesions,Constriction of the preputial ring due to forgetting to reposition the foreskin after retraction,D,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Know how to diagnose preputial infections, phimosis, and paraphimosis  
**Description:** None  

**Definitions**

- **Balanoposthitis** is an inflammation of the glans and foreskin caused by a failure to retract and an accumulation of smegma. It may be aggravated by unbalanced diabetes mellitus in adults.
- **Phimosis** is physiological in infants and children up to the age of 4-5 years, explained by the existence of balanopreputial adhesions. In adulthood, the appearance of phimosis should prompt a search for penile cancer, scleratrophic lichen, or poorly controlled diabetes.
- **Paraphimosis** is edema of the prepuce and glans. It is secondary to constriction of the preputial ring at the level of the balanopreputial groove by forced retraction in small children or by forgetting to reposition the foreskin after retraction (e.g., during toilet use or urinary catheterization) in adults.",1.0,10.208888888888893,False,True,0.699337363243103,0.68963094552358,d,False,2
OIC-050-02-A,Emergency identification,Which of the following statements is correct regarding the management of testicular torsion in adolescents?,Testicular Doppler ultrasound should be performed before any surgical intervention to confirm torsion.,Surgery for testicular torsion can be delayed if the patient reports pain relief after external detorsion.,"Testicular torsion is a surgical emergency that requires immediate intervention, regardless of the duration of ischemia.",Torsion of the spermatic cord is more common in men over the age of 40.,C,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Emergency Management of Testicular Torsion, Necrotizing Fasciitis of the External Genitalia, Paraphimosis  
**Description:** None  
**Rubric:** Emergency Identification  

== Definitions ==

**Torsion of the Spermatic Cord:**

- Spermatic cord torsion should be diagnosed in cases of sudden acute testicular pain in infants and adolescents aged 12 to 18, with hormonal activity peaks. It is rare after age 40.
- Causes irreversible arterial ischemia of the testicle 6 hours after pain onset. It is a surgical emergency.
- Prognosis for testicular function is compromised by ischemia and testicular necrosis, correlated with ischemia duration. Delayed detorsion increases risk to gonadal functions.
- Torsion of the spermatic cord is a therapeutic emergency regardless of ischemia duration.
- Surgery should be performed without delay if there is doubt. Testicular Doppler ultrasound can be misleading and should not delay treatment.
- External detorsion has limited use, aiming to relieve pain and reduce ischemia duration without delaying surgery. Successful pain regression does not eliminate the need for urgent surgical exploration.

**Necrotizing Fasciitis:**

- Necrotizing fasciitis, or perineal gas gangrene, is an anaerobic infection of the perineum's subcutaneous spaces, affecting fragile patients (e.g., diabetes, chronic alcoholism, immunosuppression). A portal of entry may exist but is not consistent.
- Progresses through inflammation, gas gangrene, and skin necrosis, accompanied by a serious septic state.
- Management is a vital medical and surgical emergency: excision/drainage, broad antibiotic therapy, hyperbaric oxygen therapy, and resuscitation. Mortality rate is estimated between 20 and 50%.

**Paraphimosis:**

- Paraphimosis is a surgical emergency involving strangulation of the glans penis, leading to necrosis of the glans and sheath. Manual reduction with emergency recalibration is necessary.",0.8333333333333334,15.433333333333337,False,True,0.7809677124023438,0.736183742682139,c,False,2
OIC-050-09-B,Additional examinations,"When considering imaging for a hydrocele in adults, which of the following is a correct indication for a scrotal ultrasound?",To confirm the presence of a hydrocele and assess the condition of the underlying testicle.,To evaluate the possibility of a strangulated inguino-scrotal hernia.,To determine the need for percutaneous puncture.,To diagnose acute appendicitis.,A,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Knowing the Indications and Non-Indications of Imaging in the Presence of a Hydrocele  
**Description:** None  
**Rubric:** Additional Examinations  

**Scrotal Ultrasound**  
Scrotal ultrasound is useful in cases of diagnostic doubt with a cyst of the epididymis (or cord), or in cases of acute hydrocele (large hydrocele under tension) to eliminate a differential diagnosis of strangulated inguino-scrotal hernia or torsion of the spermatic cord or testicular tumour (313). In the case of a hydrocele, it confirms the diagnosis and reveals an effusion in the vagina surrounding the testicle (anechogenic collection). In adults, it is used to assess the condition of the underlying testicle in order to rule out a hydrocele as a reaction to orchi-epididymitis or associated with a testicular tumour.

**Contraindications**  
- Percutaneous puncture is contraindicated.",1.0,14.630000000000003,False,True,0.8306261301040649,0.6677846511205038,a,False,4
OIC-050-05-B,Complementary examinations,Which of the following is NOT a recommended additional examination for diagnosing orchi-epididymitis in young men?,ECBU with antibiotic susceptibility test,PCR testing for Chlamydia trachomatis and gonococcus,"Blood cultures, especially in cases of BGN infection",MRI of the brain to assess neurological involvement,D,"**Item_parent:** Genito-scrotal pathology in boys and men  
**Title:** Knowing the additional examinations to be carried out in the case of orchi-epididymitis  
**Description:** None  
**Rubric:** Complementary examinations  

The diagnosis is primarily clinical.

== Bacteriological Test for Aetiology ==

- ECBU with antibiotic susceptibility test (which may be sterile)
- PCR of Chlamydia trachomatis and gonococcus on the first urine stream in young men
- Sampling of any urethral discharge (for C. trachomatis and gonococcus)
- Blood cultures, rarely positive (mainly in cases of BGN infection)

If there is any doubt about the diagnosis and the spermatic cord has been twisted for more than 24 hours, a scrotal ultrasound scan may be useful.

The disease can progress to abscess and purulent melting of the testicle, necrotizing fasciitis, testicular atrophy, etc.",1.0,17.937500000000004,False,True,0.8183330297470093,0.5016655723253886,d,False,5
OIC-050-15-A,Positive diagnosis,Which of the following is a positive sign of spermatic cord torsion in a male patient during a physical examination?,Pain relieved after external detorsion maneuver,Presence of fever,Positive cremasteric reflex,Painless abdomen,A,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Know How to Diagnose Torsion of the Spermatic Cord  
**Description:** None  
**Rubric:** Positive Diagnosis  

The patient describes acute, sudden, intense, continuous, unilateral pain, radiating to the inguinal region, with no analgesic position.

Torsion occurs preferentially at times of peak hormonal activity: infants, adolescents between 12 and 18 years of age, and young adults under 30 years of age. Spermatic cord torsion is rare after the age of 40. Questioning looks for risk factors for spermatic cord torsion: testicular trauma, history of contralateral spermatic cord torsion, etc.

== On Physical Examination (the Picture is Often Incomplete), We Look For: ==

- **Positive Signs:** A painful, enlarged bursa, a hard, ascending testicle, retracted to the inguinal ring, horizontal. The cremasteric reflex is abolished, sometimes the turn of the testicle is palpated. Nausea and vomiting. Pain relieved after external detorsion maneuver, which consists of moving the upper pole of the testicle away from the midline. The direction of detorsion is like ""opening a book"": the right testicle must be turned anti-clockwise, while the left testicle must be turned clockwise.

- **Negative Signs:** Absence of fever, negative BU, absence of urethral discharge, negative Prehn's sign, free hernial orifices, painless abdomen, normal contralateral testicle.

Confirmed intraoperatively by observing spiral turns or traces of cord strangulation, testicular ischemia.",0.875,14.040000000000003,False,True,0.8594963550567627,0.5851479768753052,a,False,2
OIC-050-08-A,Positive diagnosis,Which of the following statements accurately describes the clinical presentation and diagnosis of a hydrocele in adults?,"A hydrocele in adults is characterized by a painful, inflammatory swelling that can be diagnosed through negative transillumination.","Adult hydroceles are typically due to a communicating hydrocele, which shows variations in volume during the day and can be expelled by squeezing the bursa.","In adults, a hydrocele is often due to a defect in the resorption of fluid secreted by the vagina, and positive transillumination is used for diagnosis.","Adult hydroceles are usually emergencies that present with sudden tension and bluish skin, requiring immediate surgical intervention.",C,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Know how to diagnose hydrocele and cord cysts  
**Description:** None  
**Rubric:** Positive diagnosis  

**Clinical Presentation:**

- The clinical presentation of a hydrocele is that of an enlarged, non-painful, non-inflammatory bursa. In adults, the increase in volume is progressive.
- The testicle is often not perceived because of the volume of fluid surrounding it. The hernial orifices are free.
- Positive transillumination helps in the diagnosis of a hydrocele since the application of a light source behind the scrotum allows light to pass through, unlike an inguinal hernia or a tumour (313).
- In children, the hydrocele is due either to the persistence of the peritoneovaginal canal, known as a communicating hydrocele, or, as in adults, to a reaction to an inflammatory, tumoral, or traumatic phenomenon. In this case, it reflects a failure to resorb the liquid secreted by the vagina (known as a non-communicating hydrocele). The increase in volume is progressive.
- In children, the communicating nature is suggested by the variations in volume during the day, the increase in symptoms when standing, and the possibility of expelling the fluid by squeezing the bursa.
- Sudden tension (often coinciding with a viral infection in children) may be painful, and the skin may be bluish. In this situation, the differential diagnosis of strangulated hernia or torsion of the spermatic cord may be raised.
- In adults, it is common and is due to a defect in the resorption of fluid secreted by the vagina (non-communicating).
- The clinical presentation of a cord cyst is that of a non-painful swelling suspended above and independent of the testicle.
- Hydrocele or cord cyst are not emergencies.",1.0,17.416470588235295,False,True,0.7975583076477051,0.7676399350166321,c,False,3
OIC-050-04-A,Positive diagnosis,Which of the following is a common cause of orchiepididymitis in individuals between puberty and the age of 35?,Urogenital infections (2C-161) and sexually transmitted infections (STIs) mainly caused by enterobacteria.,Torsion of the spermatic cord.,"Chlamydia trachomatis and gonococcus, often associated with urethritis.",Prostatic adenoma (127) and urethral stricture.,C,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Know how to diagnose orchi-epididymitis  
**Description:** None  
**Rubric:** Positive diagnosis  

**Definitions**

- Before puberty and after the age of 35, orchiepididymitis is usually associated with urogenital infections (2C-161) and sexually transmitted infections (STIs) (162), mainly enterobacteria. It may sometimes be related to a pathology of the lower apparatus, such as urethral stricture, prostate adenoma (127), chronic prostatitis, or due to an instrumental or surgical maneuver.

- From puberty to the age of 35, orchiepididymitis is frequently sexually transmitted (STIs 162), involving Chlamydia trachomatis and gonococcus, and often associated with urethritis. Urethritis is manifested by a more or less purulent spontaneous meatus discharge outside the micturition period and burning during micturition.

- The clinical presentation of orchiepididymitis includes painful enlargement of a bursa associated with progressive or sudden onset fever of variable intensity depending on the associated pathogens (STI, BGN) and local signs of variable intensity: scrotal pain radiating along the cord of gradual and not sudden onset (as opposed to torsion of the spermatic cord), painful induration of the cord and all or part of the epididymis, and an inflamed scrotum.

- Classically, lifting the testicle relieves the pain (positive Prehn's sign), making it possible to distinguish torsion.

- It is important to look for favoring factors such as the insertion of a bladder catheter (BCC), the indwelling use of a BCC, recent performance of an endoscopy, existence of a prostatic adenoma (127), urethral stricture, or a notion of contagion (in favor of an STI).

- The presence of urinary signs (125) (burning, dysuria, pollakiuria) with high fever, sweating, and chills should prompt a search for an associated acute prostatitis (161). A rectal examination will reveal a prostate that is enlarged, tense, regular, and very painful.

- Orchi-epididymitis is a rare entity in children and should be investigated for associated uropathy at a distance from the acute episode, particularly in the event of a recurrence.",0.8333333333333334,14.177894736842106,False,True,0.7948756217956543,0.6639547348022461,c,False,2
OIC-050-06-A,Management,What is the recommended management for orchi-epididymitis if it is not caused by a sexually transmitted infection (STI)?,"Administer ceftriaxone 500 mg intramuscularly, followed by Doxycycline 200 mg per day for 10 days.","Use a fluoroquinolone (ciprofloxacin or levofloxacin) or a 3rd generation cephalosporin, adapted based on the antibiogram, for 14 days.",Prescribe cotrimoxazole for 14 days.,Wear a jockstrap and take painkillers for 14 days.,B,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Management of Orchi-epididymitis  
**Rubric:** Management  

- If a sexually transmitted infection (STI) is suspected, administer ceftriaxone 500 mg in one intramuscular injection, followed by Doxycycline 200 mg per day for 10 days, or ofloxacin 200 mg twice daily for 10 days.
- If it is not a sexually transmitted infection, the antibiotic treatment should target enterobacteria, using a fluoroquinolone (ciprofloxacin or levofloxacin) or a 3rd generation cephalosporin, which is then adapted based on the antibiogram.
- In children, the first-line antibiotic treatment is cotrimoxazole.
- The duration of treatment in both adults and children is the same as for male urinary tract infections, 14 days.
- Wearing a jockstrap (or tight briefs) and prescribing painkillers are recommended.",0.5714285714285714,16.34111111111111,False,True,0.8581967949867249,0.7561671336491903,b,False,2
OIC-050-01-A,Positive diagnosis,"During a clinical examination of a male patient, which of the following conditions is characterized by a painless, enlarged bursa that is transilluminated positively?",Spermatic Cord Torsion,Orchiepididymitis,Hydrocele,Testicular Cancer,C,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Know how to diagnose the main genital-scrotal pathologies based on questioning and clinical examination.  
**Description:** None  
**Rubric:** Positive diagnosis  

== Definitions ==

Questioning and clinical examination should enable a distinction to be made between:

- Enlargement of the bursa: painful (torsion, orchi-epididymitis, scrotal trauma) and non-painful (inguinal hernia, hydrocele and cord cyst, testicular tumors, testicular cancer 313, varicocele)
- A testicular migration disorder (cryptorchidism)
- Anomalies of the penis: phimosis (congenital or acquired), paraphimosis, cancer of the penis, discoloration of the penis (congenital or acquired)
- Anomalies of the urethral meatus (stenosis, hypospadias, epispadias)

== Painful Enlargement of the Bursae ==

- **Spermatic Cord Torsion:** Any acute painful bursa is a spermatic cord torsion until proven otherwise, regardless of age. It manifests as acute, intense, unilateral, sudden scrotal pain, usually nocturnal. The pain is continuous, with no analgesic position, and radiates towards the inguinal region, along the spermatic cord towards the iliac fossa. It may be accompanied by nausea and vomiting. The bursa is painful, enlarged, sometimes red and warm. During lifting maneuvers, the bursa remains painful (negative Prehn's sign). The testicle is elevated and retracted at the inguinal ring. The cremasteric reflex is absent.

- **Orchiepididymitis:** Before puberty and after age 35, orchiepididymitis is usually associated with urinary tract infections and sexually transmitted infections (STIs) such as gonorrhea, chlamydia, syphilis, HPV, and trichomoniasis. From puberty to age 35, it is often secondary to an STI. It presents as painful enlargement of a bursa, possibly with progressive fever. Pain is associated with local signs: scrotal pain radiating along the cord, progressive onset, painful induration of the cord and epididymis. The scrotum is inflamed. Lifting the testicle usually relieves the pain (positive Prehn's sign). Any doubt about torsion should lead to surgical exploration.

- **Scrotal Trauma:** Typically occurs in young patients following direct perineal or scrotal trauma, presenting with acute, intense scrotal pain. Clinical examination reveals a large non-inflammatory bursa (haematocele), with a scrotal hematoma. Transillumination is negative. Lesions may include scrotal hematoma, intra-testicular hematoma, haematocele, testicular contusion, testicular fracture, and lesions of the testicular appendages.

== Painless, Enlarged Bursa ==

- **Testicular Cancer:** Testicular cancers occur in young men (aged 15-35). Cryptorchidism is the main risk factor. Testicular cancer is discovered through autopalpation, infertility tests, gynecomastia, or prevalent metastasis. The testicle is hard, stony, irregular, and not very sensitive. Tumor markers include alpha-fetoprotein (AFP), human chorionic gonadotropin (HCG), and lactic dehydrogenase (LDH). Biopsy is contraindicated; diagnosis is made by inguinal orchiectomy.

- **Inguinal or Inguino-scrotal Hernia:** A painless swelling of the groin fold, reducible when coughing.

- **Hydrocele:** Accumulation of intravaginal serous fluid between the testicle and its vaginal envelope. Presents as an enlarged, painless bursa. Positive transillumination confirms the diagnosis.

- **Cord Cyst:** Regular painless swelling, suspended above and independent of the testicle.

- **Varicocele:** Varicose dilation of the veins of the pampiniform plexus of the cord. May be discovered during examination, presenting as discomfort or heaviness, especially when standing. Inspection may reveal a deformity of the scrotum, which diminishes with decubitus. Palpation reveals a varicose swelling. Varicocele is common in young pubescent adolescents on the left side. A right-side varicocele or recent onset should be investigated with imaging.

== Cryptorchidism ==

Defined as a testicle located outside the scrotum, excluding oscillating or ascending testicles and ectopic testicles. Examination should be gentle, with warm hands, and the child lying supine. The inguino-scrotal region is palpated to locate the testicle. Clinical situations include unilateral or bilateral cryptorchidism with palpable or non-palpable testicles. Endocrine investigation and karyotype should be performed for bilateral cryptorchidism with non-palpable testicles.

== Anomalies of the Penis ==

- **Phimosis:** Defined as a stenosis of the preputial orifice preventing complete retraction of the skin behind the glans. Pathological in adults.

- **Paraphimosis:** Complication of phimosis due to forced retraction of the preputial ring.

- **Penile Thickening:** Noticeable during erection, associated with hypospadias or fibrous plaques of the corpora cavernosa.

- **Cancer of the Penis:** Squamous cell cancer affecting adult men, associated with pre-cancerous lesions and HPV infections.

== Urethral Meatus Anomalies ==

- **Urethral Meatus Stenosis:** Often secondary to repair of an abnormal meatus or circumcision. May cause dysuria, chronic urinary retention, or urinary infections.

- **Hypospadias:** Urethral meatus located along the urethra, not at the apex of the glans. Associated with penile discoloration.

- **Epispadias:** Urethral meatus on the dorsal surface of the penis, associated with urinary continence disorders and erectile dysfunction.",0.9,20.319999999999997,False,True,0.7097631692886353,0.5868997176488241,c,False,2
OIC-050-10-A,,Which of the following best describes the clinical presentation of an undescended testicle in a male patient?,"The testicle can be palpated in the inguinal canal or at the upper root of the bursa, following the normal migration path.","The testicle is located outside its normal migratory route, possibly in a femoral, pubopenic, or crossed intrascrotal position.",The testicle cannot be palpated and is found in the bursa with tension.,The testicle can be easily lowered by hand to the bottom of the bursa without tension.,A,"**Item Parent:** Genito-scrotal pathology in boys and men  
**Title:** Know how to diagnose undescended testis

**Definitions**

Cryptorchidism is the consequence of a halt in the embryological migration of the testicle along the normal path between the lumbar region (where it is formed) and the scrotum (where it should be at birth).

- The incidence is higher in premature newborns.
- The anomaly is most often unilateral. It is bilateral in 10 to 20% of cases.
- On clinical examination, it is impossible to palpate the testicle in the bursa. The hernial orifices are closed.

**Topographical Diagnoses**

1. An undescended testicle which can be palpated on the normal migration path: the gonad is in the inguinal canal or at the upper root of the bursa.
2. An undescended testicle that can be palpated outside its normal migratory route: formerly known as ""true ectopia"", the testicle may be in a femoral, pubopenic, or crossed intrascrotal position.
3. An undescended testicle that cannot be palpated.

If, on clinical examination, the testicle is easily lowered by hand to the bottom of the bursa without tension, this is an oscillating testicle (""lift"") and not cryptorchidism.",1.0,13.945882352941176,False,True,0.8026198148727417,0.7301273345947266,a,False,2
OIC-076-17-B,Management,Which of the following is NOT an indication for hospital withdrawal from alcohol dependence?,History of withdrawal accidents,Severe dependence with intense withdrawal symptoms,Patient's preference for outpatient withdrawal,Unfavorable social environment,C,"**Item_parent:** Alcohol dependence  
**Title:** Knowing How to Manage Supervised Alcohol Withdrawal  
**Description:** Alcohol withdrawal can be carried out on an outpatient basis, by any doctor, or during hospitalization, and requires the prevention of withdrawal signs and accidents.  
**Rubric:** Management  

**Indication:** Dependent patients wishing to stop (at least temporarily) their alcohol consumption.

At best, planned and integrated into overall addiction care.

Sometimes forced, with the patient hospitalized in an emergency, requiring systematic identification of alcohol misuse and signs of withdrawal in the emergency department.

Withdrawal can occur either as an outpatient or during a short stay in hospital.

- **Outpatient withdrawal** is preferred if there are no contraindications, supervised by the general practitioner or a specialized outpatient team.

- **Hospital withdrawal** is indicated if:
  - History of withdrawal accident
  - Severe dependence (particularly in the case of intense withdrawal symptoms)
  - Benzodiazepine dependence or other severe, unstabilized addictive comorbidity
  - Repeated failed attempts at outpatient withdrawal
  - Unfavorable social environment (precariousness)
  - Vulnerable terrain (severe medical or psychiatric pathology, pregnant women, the elderly)
  - At the patient's request

**Weaning includes:**

- Complete cessation of alcohol consumption
- Non-systematically, a long-lasting benzodiazepine (diazepam) in gradually decreasing doses for a maximum of 7 to 10 days
  - In the event of contraindications to benzodiazepines (hepato-cellular or respiratory insufficiency), hospital withdrawal is indicated
  - Use benzodiazepines only in the event of signs of withdrawal, with reassessment at each dose
- Adequate oral hydration (two to three liters per 24 hours)
- Systematic oral supplementation with vitamin B1
- Correction of any hydro-electrolytic disorders
- Monitoring signs of withdrawal",1.0,13.470000000000002,False,True,0.821834921836853,0.5875094731648763,c,False,2
OIC-076-20-B,Management,Which of the following medications is primarily used to help reduce alcohol consumption and maintain abstinence after withdrawal?,Ibuprofen,Nalmefene,Acetaminophen,Aspirin,B,"**Item Parent:** Alcohol Dependence  
**Title:** Knowing the Existence of Specific Medications for Alcohol Dependence  
**Description:** Drugs to help reduce consumption (nalmefene, baclofen) and maintain abstinence after withdrawal (acamprosate, naltrexone, disulfiram, baclofen).  
**Rubric:** Management  

In addition to psychosocial support, ""addictolytic"" drug treatments may be prescribed to help people stop drinking alcohol or control their consumption.

- Nalmefene and baclofen are used to help reduce alcohol consumption.
- Acamprosate, naltrexone, and disulfiram are used in the prevention of relapse after withdrawal.",0.5555555555555556,17.652222222222225,False,True,0.7804606556892395,0.4606698950131734,b,False,5
OIC-076-10-A,Positive diagnosis,"Which of the following is NOT a social complication associated with alcohol misuse, as outlined in the provided educational content?",Increased risk of domestic violence (SD-350),Improved job performance and employment stability,Financial difficulties such as debts and housing problems (SD-321),Legal issues including drunk driving (SD-049),B,"**Item Parent:** Alcohol dependence  
**Title:** Knowing the Main Social Complications of Alcohol Misuse and the Link with Precariousness  
**Rubric:** Positive Diagnosis  

""Alcohol misuse is a risk factor for precariousness (SD-347)."" Precariousness can encourage relapse.

**Social Complications:**

- **Family:** Violence (SD-350) intra-family, psychological or physical violence (SD-351), separations, child endangerment (SD-321), and repercussions on the mental health of family members.

- **Professional:** Warning, dismissal, absenteeism, unemployment.

- **Financial:** Debts, neglect or abandonment of administrative or social obligations, housing problems.

- **Judicial:** Drunk driving (SD-049), public drunkenness (SD-049), violence or offence under the influence of alcohol.",1.0,16.99,False,True,0.7391639947891235,0.49244768420855206,b,False,5
OIC-076-11-A,Additional tests,Which of the following biological markers is considered the most specific for monitoring alcohol consumption and liver damage?,Blood Alcohol Level,GGT (Gamma Glutamyl Transpeptidase),VGM (Mean Corpuscular Volume),CDT (Desialylated Transferrin),D,"**Item Parent:** Alcohol Dependence

**Title:** Knowing the Usual Biological Markers of Alcohol Consumption: Blood Alcohol, GGT, Mean Blood Volume (MBV), Desialylated Transferrin, etc.

**Description:** The usual markers of alcohol consumption are blood alcohol, gamma GT, MGV, and desialylated transferrin.

**Rubric:** Additional Tests

**Usefulness:**

- Objectivize misuse in cases of denial or minimization (etiological diagnosis of pancreatitis, etc.)
- Addiction monitoring: identifying relapses, motivational and educational aspects
- Not useful for systematic screening or diagnosis of dependence

**Blood Alcohol Level (Breathalyser or Blood Test):**

- Useful in emergencies in the event of a fall, malaise, behavioral problems, or loss of consciousness

**GGT (Gamma Glutamyl Transpeptidase):**

- Marker of alcohol consumption and alcohol-related liver damage
- Poor sensitivity
- Poor specificity (to be interpreted in conjunction with the entire liver work-up)
- Difficult to interpret if obese or with metabolic syndrome
- Decreases from the first week after stopping consumption, and normalizes in 4 to 10 weeks

**VGM (Mean Corpuscular Volume):**

- The least sensitive
- Fairly specific
- Slowly returns to normal (three months after stopping)

**CDT (Desialylated Transferrin):**

- Slightly more sensitive than GGT
- Very specific
- Normalizes within a few weeks of stopping consumption",1.0,16.996666666666666,False,True,0.7841439247131348,0.5905417998631796,d,False,2
OIC-076-07-A,Positive diagnosis,Which of the following is NOT a symptom of Uncomplicated Withdrawal Syndrome in highly dependent individuals after cessation of alcohol consumption?,Tremor and profound sweating,Insomnia and nightmares,Seizures occurring within 48 hours of stopping alcohol,Agitation and delirium,C,"**Item Parent:** Alcohol Dependence  
**Title:** Recognizing Signs of Alcohol Withdrawal Syndrome and Related Complications  
**Description:** Clinical diagnosis and elimination of differential diagnoses.  
**Rubric:** Positive Diagnosis  

Signs that appear systematically in certain patients when blood alcohol levels decrease or reach zero. These are not obligatory in the dependence syndrome, as at least one-third of dependent patients exhibit no signs of withdrawal.

**Uncomplicated Withdrawal Syndrome**

Symptoms occur in the hours following cessation of consumption, typically in the morning upon waking in highly dependent individuals. Symptoms peak within the first 72 hours and can last up to 7-10 days after stopping drinking.

- Tremor (SD-128), profound sweating (SD-025), anxiety (SD-116), and vomiting (SD-013).
- Other signs:
  - Insomnia (SD-135), nightmares, irritability, agitation (SD-114)
  - Tachycardia, high blood pressure
  - Nausea, anorexia, diarrhea

These symptoms disappear or diminish with alcohol or benzodiazepines.

**Withdrawal Complications**

Seizures (SD-120) or delirium tremens, which carry a significant risk of death.

**Convulsive Withdrawal Seizures**

Occur within 48 hours of stopping or significantly reducing alcohol consumption (rarely later). These are tonic-clonic generalized seizures with a risk of rapid recurrence, malignant state, and progression to delirium tremens.

**Delirium Tremens**

A state of confusion characterized by agitation and delirium.

- Agitation
- Major tremors
- Incoherent speech with dreamlike delirium and intense delusional experiences
- Multi-sensorial hallucinations, especially visual (zoopsies), or experiences of aggression scenes (fear reactions: risk of running away or aggression)
- Moderate fever, profuse sweating, changes in blood pressure, tachycardia

There is a risk of dehydration, epileptic seizures, and inhalation pneumonitis.",0.7777777777777778,17.88571428571429,False,True,0.8078015446662903,0.5863249103228251,c,False,2
