"id","mcq_json","rubric","question","option_a","option_b","option_c","option_d","correct_option"
"OIC-005-15-B","{""question"": ""What is the primary goal of a positive error culture in healthcare settings?"", ""option_a"": ""To identify and punish the person responsible for the mistake"", ""option_b"": ""To encourage the reporting of errors and implement improvement measures to prevent their recurrence"", ""option_c"": ""To analyze errors solely from a neutral external viewpoint"", ""option_d"": ""To maintain anonymity and confidentiality in error reporting without taking any further action"", ""correct_option"": ""B""}","Definition","What is the primary goal of a positive error culture in healthcare settings?","To identify and punish the person responsible for the mistake","To encourage the reporting of errors and implement improvement measures to prevent their recurrence","To analyze errors solely from a neutral external viewpoint","To maintain anonymity and confidentiality in error reporting without taking any further action","b"
"OIC-006-01-A","{""question"": ""What is the primary purpose of multi-professional teamwork in a clinical setting?"", ""option_a"": ""To reduce the number of professionals involved in patient care"", ""option_b"": ""To allow professionals to work independently without collaboration"", ""option_c"": ""To combine the efforts of professionals with different qualifications to achieve a common goal"", ""option_d"": ""To eliminate the need for communication between different healthcare professionals"", ""correct_option"": ""C""}","Definition","What is the primary purpose of multi-professional teamwork in a clinical setting?","To reduce the number of professionals involved in patient care","To allow professionals to work independently without collaboration","To combine the efforts of professionals with different qualifications to achieve a common goal","To eliminate the need for communication between different healthcare professionals","c"
"OIC-006-02-A","{""question"": ""What is an example of a method used to secure a patient's care pathway in a multi-professional team setting?"", ""option_a"": ""A single-professional protocol"", ""option_b"": ""A multi-professional protocol"", ""option_c"": ""A patient self-management plan"", ""option_d"": ""A pharmacy-only consultation meeting"", ""correct_option"": ""B""}","Definition","What is an example of a method used to secure a patient's care pathway in a multi-professional team setting?","A single-professional protocol","A multi-professional protocol","A patient self-management plan","A pharmacy-only consultation meeting","b"
"OIC-006-03-A","{""question"": ""What is the primary focus of a care pathway in clinical practice?"", ""option_a"": ""To prioritize medical treatments over patient comfort"", ""option_b"": ""To organize and coordinate the right sequence of professional skills at the right time throughout a patient's care"", ""option_c"": ""To reduce the number of healthcare professionals involved in patient care"", ""option_d"": ""To standardize all patient care plans regardless of individual needs"", ""correct_option"": ""B""}","Definition","What is the primary focus of a care pathway in clinical practice?","To prioritize medical treatments over patient comfort","To organize and coordinate the right sequence of professional skills at the right time throughout a patient's care","To reduce the number of healthcare professionals involved in patient care","To standardize all patient care plans regardless of individual needs","b"
"OIC-006-04-B","{""question"": ""What is the primary purpose of a multi-professional protocol in clinical practice?"", ""option_a"": ""To establish a hierarchy among healthcare professionals"", ""option_b"": ""To facilitate teamwork and standardize the management of illnesses"", ""option_c"": ""To restrict the use of certain medical treatments or procedures"", ""option_d"": ""To solely focus on the continuing professional development of individual professionals"", ""correct_option"": ""B""}",,"What is the primary purpose of a multi-professional protocol in clinical practice?","To establish a hierarchy among healthcare professionals","To facilitate teamwork and standardize the management of illnesses","To restrict the use of certain medical treatments or procedures","To solely focus on the continuing professional development of individual professionals","b"
"OIC-006-05-A","{""question"": ""What is the primary purpose of a Multidisciplinary Consultation Meeting (RCP) in the field of oncology?"", ""option_a"": ""To discuss the latest medical research and advancements"", ""option_b"": ""To define the diagnostic, therapeutic, and follow-up strategy for cancer patients"", ""option_c"": ""To provide emotional support to cancer patients and their families"", ""option_d"": ""To determine the cost-effectiveness of different cancer treatments"", ""correct_option"": ""B""}","Definition","What is the primary purpose of a Multidisciplinary Consultation Meeting (RCP) in the field of oncology?","To discuss the latest medical research and advancements","To define the diagnostic, therapeutic, and follow-up strategy for cancer patients","To provide emotional support to cancer patients and their families","To determine the cost-effectiveness of different cancer treatments","b"
"OIC-006-06-A","{""question"": ""What is the primary purpose of the 'patient safety in the operating theatre' checklist?"", ""option_a"": ""To evaluate the surgical skills of the operating team"", ""option_b"": ""To review the situation between professionals at key moments in the operation and ensure patient safety"", ""option_c"": ""To select the appropriate equipment for the surgical procedure"", ""option_d"": ""To determine the type of anesthesia to be used during the operation"", ""correct_option"": ""B""}","Definition","What is the primary purpose of the 'patient safety in the operating theatre' checklist?","To evaluate the surgical skills of the operating team","To review the situation between professionals at key moments in the operation and ensure patient safety","To select the appropriate equipment for the surgical procedure","To determine the type of anesthesia to be used during the operation","b"
"OIC-006-07-A","{""question"": ""What is the primary purpose of a Morbidity-Mortality Meeting (MMM) in a clinical setting?"", ""option_a"": ""To assign blame to healthcare professionals for undesirable events associated with care"", ""option_b"": ""To conduct a collective, retrospective, and systemic analysis of clinical situations to implement prevention, recovery, or mitigation actions"", ""option_c"": ""To solely focus on the technical components of care when analyzing undesirable events"", ""option_d"": ""To replace the traditional methods of quality control and risk management in healthcare"", ""correct_option"": ""B""}","Definition","What is the primary purpose of a Morbidity-Mortality Meeting (MMM) in a clinical setting?","To assign blame to healthcare professionals for undesirable events associated with care","To conduct a collective, retrospective, and systemic analysis of clinical situations to implement prevention, recovery, or mitigation actions","To solely focus on the technical components of care when analyzing undesirable events","To replace the traditional methods of quality control and risk management in healthcare","b"
"OIC-006-08-A","{""question"": ""What is the primary role of the Samu-Centre 15 in emergency medical situations?"", ""option_a"": ""To provide on-site emergency care and transport patients to hospitals"", ""option_b"": ""To manage emergency calls, determine the most appropriate response, and ensure hospital facilities are available for patients"", ""option_c"": ""To specialise in transporting children and providing paediatric emergency care"", ""option_d"": ""To deal with unscheduled admissions to hospitals and provide 24-hour emergency services"", ""correct_option"": ""B""}","Taking charge","What is the primary role of the Samu-Centre 15 in emergency medical situations?","To provide on-site emergency care and transport patients to hospitals","To manage emergency calls, determine the most appropriate response, and ensure hospital facilities are available for patients","To specialise in transporting children and providing paediatric emergency care","To deal with unscheduled admissions to hospitals and provide 24-hour emergency services","b"
"OIC-008-01-A","{""question"": ""What is the primary factor that determines whether a difference in treatment constitutes discrimination?"", ""option_a"": ""The intention of the person making the distinction"", ""option_b"": ""The presence of harm to the individual"", ""option_c"": ""The use of a prohibited criterion, such as ethnicity or gender identity"", ""option_d"": ""The existence of a legitimate reason for the distinction, such as a public health concern"", ""correct_option"": ""C""}","Definition","What is the primary factor that determines whether a difference in treatment constitutes discrimination?","The intention of the person making the distinction","The presence of harm to the individual","The use of a prohibited criterion, such as ethnicity or gender identity","The existence of a legitimate reason for the distinction, such as a public health concern","c"
"OIC-008-02-B","{""question"": ""What is a significant consequence of discrimination on individuals, according to research?"", ""option_a"": ""It leads to improved mental and physical health"", ""option_b"": ""It has no impact on socio-economic integration and health"", ""option_c"": ""It increases stress, contributing to poorer cardiovascular health and mental health issues"", ""option_d"": ""It only affects individuals' economic status, without impacting their health"", ""correct_option"": ""C""}","Definition","What is a significant consequence of discrimination on individuals, according to research?","It leads to improved mental and physical health","It has no impact on socio-economic integration and health","It increases stress, contributing to poorer cardiovascular health and mental health issues","It only affects individuals' economic status, without impacting their health","c"
"OIC-008-03-B","{""question"": ""What is a key structural factor that contributes to discrimination in the healthcare system, according to the Migration Sant\u00e9 Alsace publication?"", ""option_a"": ""Lack of patient education on healthcare options"", ""option_b"": ""Asymmetrical power relationships in care, leading to patients feeling illegitimate"", ""option_c"": ""Insufficient funding for healthcare research and development"", ""option_d"": ""Overreliance on traditional healing practices"", ""correct_option"": ""B""}","Definition","What is a key structural factor that contributes to discrimination in the healthcare system, according to the Migration Santé Alsace publication?","Lack of patient education on healthcare options","Asymmetrical power relationships in care, leading to patients feeling illegitimate","Insufficient funding for healthcare research and development","Overreliance on traditional healing practices","b"
"OIC-009-01-A","{""question"": ""What is the primary goal of ethics in the context of medical practice?"", ""option_a"": ""To prescribe or forbid certain actions based on moral principles"", ""option_b"": ""To reflect critically on the moral dimension of individual and collective actions and practices"", ""option_c"": ""To enforce legal rules and impose penalties and compensation"", ""option_d"": ""To define a framework for professional responsibility based on the Hippocratic Oath"", ""correct_option"": ""B""}","Definition","What is the primary goal of ethics in the context of medical practice?","To prescribe or forbid certain actions based on moral principles","To reflect critically on the moral dimension of individual and collective actions and practices","To enforce legal rules and impose penalties and compensation","To define a framework for professional responsibility based on the Hippocratic Oath","b"
"OIC-009-02-A","{""question"": ""What was the original vision of V.R. Potter for the field of bioethics when he coined the term in the early 1970s?"", ""option_a"": ""A sub-set of health ethics focused on medical issues"", ""option_b"": ""A global ethic for the survival of human beings and the planet, combining biological sciences and ethics"", ""option_c"": ""A field primarily concerned with the economic aspects of biomedical technologies"", ""option_d"": ""A discipline restricted to the regulation of medical experimentation and organ transplants"", ""correct_option"": ""B""}","Definition","What was the original vision of V.R. Potter for the field of bioethics when he coined the term in the early 1970s?","A sub-set of health ethics focused on medical issues","A global ethic for the survival of human beings and the planet, combining biological sciences and ethics","A field primarily concerned with the economic aspects of biomedical technologies","A discipline restricted to the regulation of medical experimentation and organ transplants","b"
"OIC-009-03-A","{""question"": ""Who is responsible for drafting the code of medical ethics?"", ""option_a"": ""The government alone"", ""option_b"": ""The Ordre National des M\u00e9decins, with input from the administration, the Conseil d'Etat, and the government"", ""option_c"": ""The Conseil d'Etat alone"", ""option_d"": ""The patients alone"", ""correct_option"": ""B""}","Definition","Who is responsible for drafting the code of medical ethics?","The government alone","The Ordre National des Médecins, with input from the administration, the Conseil d'Etat, and the government","The Conseil d'Etat alone","The patients alone","b"
"OIC-009-04-A","{""question"": ""What is the primary basis for the principle of autonomy in medical ethics, according to the text?"", ""option_a"": ""Aristotelian morality and the Hippocratic conception"", ""option_b"": ""The social contract and the philosophy of the Enlightenment"", ""option_c"": ""The principle of beneficence and non-maleficence"", ""option_d"": ""The concept of justice and collective ideals"", ""correct_option"": ""B""}","Definition","What is the primary basis for the principle of autonomy in medical ethics, according to the text?","Aristotelian morality and the Hippocratic conception","The social contract and the philosophy of the Enlightenment","The principle of beneficence and non-maleficence","The concept of justice and collective ideals","b"
"OIC-009-05-A","{""question"": ""What is the primary ethical principle underlying the concept of patient autonomy in healthcare?"", ""option_a"": ""Beneficence"", ""option_b"": ""Non-maleficence"", ""option_c"": ""Respect for autonomy"", ""option_d"": ""Justice"", ""correct_option"": ""C""}",,"What is the primary ethical principle underlying the concept of patient autonomy in healthcare?","Beneficence","Non-maleficence","Respect for autonomy","Justice","c"
"OIC-009-06-A","{""question"": ""What is the primary aim of providing information to a patient when a treatment recognized and validated by medicine is proposed to the exclusion of all other options?"", ""option_a"": ""To make a therapeutic choice between different diagnostic and/or therapeutic hypotheses"", ""option_b"": ""To explain the merits of the proposal put forward in an intelligible way, in order to obtain the patient's assent"", ""option_c"": ""To discuss all possible risks, including those of death linked to a treatment or those whose occurrence is exceptional"", ""option_d"": ""To provide information solely about the diagnosis, without discussing treatment options"", ""correct_option"": ""B""}","Care","What is the primary aim of providing information to a patient when a treatment recognized and validated by medicine is proposed to the exclusion of all other options?","To make a therapeutic choice between different diagnostic and/or therapeutic hypotheses","To explain the merits of the proposal put forward in an intelligible way, in order to obtain the patient's assent","To discuss all possible risks, including those of death linked to a treatment or those whose occurrence is exceptional","To provide information solely about the diagnosis, without discussing treatment options","b"
"OIC-009-07-A","{""question"": ""According to the principle of autonomy in medical ethics, what is the primary consideration when a patient refuses treatment?"", ""option_a"": ""The doctor's obligation to provide treatment regardless of the patient's wishes"", ""option_b"": ""The patient's right to make informed decisions about their own care"", ""option_c"": ""The need to prioritize the doctor's personal beliefs and values over the patient's autonomy"", ""option_d"": ""The requirement to involve family members or close relatives in the decision-making process"", ""correct_option"": ""B""}",,"According to the principle of autonomy in medical ethics, what is the primary consideration when a patient refuses treatment?","The doctor's obligation to provide treatment regardless of the patient's wishes","The patient's right to make informed decisions about their own care","The need to prioritize the doctor's personal beliefs and values over the patient's autonomy","The requirement to involve family members or close relatives in the decision-making process","b"
"OIC-009-08-A","{""question"": ""What is the primary role of a trusted support person in the context of healthcare?"", ""option_a"": ""To make medical decisions on behalf of the patient"", ""option_b"": ""To provide financial support to the patient"", ""option_c"": ""To assist the patient in their care, support them physically and/or psychologically, and liaise with medical teams"", ""option_d"": ""To take over the patient's responsibilities in case of incapacitation"", ""correct_option"": ""C""}","Management","What is the primary role of a trusted support person in the context of healthcare?","To make medical decisions on behalf of the patient","To provide financial support to the patient","To assist the patient in their care, support them physically and/or psychologically, and liaise with medical teams","To take over the patient's responsibilities in case of incapacitation","c"
"OIC-009-09-B","{""question"": ""What are the two main definitions of vulnerability in the human and social sciences?"", ""option_a"": ""Vulnerability as a result of illness and vulnerability as a result of economic conditions"", ""option_b"": ""Vulnerability as a constituent of human existence and vulnerability dependent on particular historical and social contexts"", ""option_c"": ""Vulnerability as a personal trait and vulnerability as a social construct"", ""option_d"": ""Vulnerability as a medical condition and vulnerability as a psychological state"", ""correct_option"": ""B""}","Definition","What are the two main definitions of vulnerability in the human and social sciences?","Vulnerability as a result of illness and vulnerability as a result of economic conditions","Vulnerability as a constituent of human existence and vulnerability dependent on particular historical and social contexts","Vulnerability as a personal trait and vulnerability as a social construct","Vulnerability as a medical condition and vulnerability as a psychological state","b"
"OIC-009-10-B","{""question"": ""What is the primary purpose of introducing legal protection measures for individuals with altered intellectual or physical faculties due to illness, disability, or accident?"", ""option_a"": ""To restrict their individual freedoms and rights"", ""option_b"": ""To protect their interests and ensure their dignity is respected"", ""option_c"": ""To appoint a representative without their consent or input"", ""option_d"": ""To prioritize the interests of the representative over the protected person"", ""correct_option"": ""B""}","Definition","What is the primary purpose of introducing legal protection measures for individuals with altered intellectual or physical faculties due to illness, disability, or accident?","To restrict their individual freedoms and rights","To protect their interests and ensure their dignity is respected","To appoint a representative without their consent or input","To prioritize the interests of the representative over the protected person","b"
"OIC-009-11-A","{""question"": ""What is the primary purpose of the safeguard of justice as a temporary protective measure?"", ""option_a"": ""To provide permanent protection for individuals with intellectual or physical disabilities"", ""option_b"": ""To deal with an emergency situation where a person of legal age is at risk of taking action contrary to their interests"", ""option_c"": ""To appoint a guardian for minors when the holders of parental authority can no longer exercise them"", ""option_d"": ""To determine the actions that a person under guardianship may or may not take on their own"", ""correct_option"": ""B""}",,"What is the primary purpose of the safeguard of justice as a temporary protective measure?","To provide permanent protection for individuals with intellectual or physical disabilities","To deal with an emergency situation where a person of legal age is at risk of taking action contrary to their interests","To appoint a guardian for minors when the holders of parental authority can no longer exercise them","To determine the actions that a person under guardianship may or may not take on their own","b"
"OIC-009-12-B","{""question"": ""Who can apply for a protective measure for an adult?"", ""option_a"": ""Only the public prosecutor"", ""option_b"": ""The adult concerned, their spouse, a relative, or a person with a close and stable relationship, as well as the public prosecutor"", ""option_c"": ""Any person, regardless of their relationship to the adult"", ""option_d"": ""Only the adult's guardian or curator"", ""correct_option"": ""B""}","Support","Who can apply for a protective measure for an adult?","Only the public prosecutor","The adult concerned, their spouse, a relative, or a person with a close and stable relationship, as well as the public prosecutor","Any person, regardless of their relationship to the adult","Only the adult's guardian or curator","b"
"OIC-009-13-A","{""question"": ""What is the primary purpose of the 1975 Veil law in France regarding voluntary interruption of pregnancy?"", ""option_a"": ""To restrict access to abortion and protect the rights of the unborn"", ""option_b"": ""To provide a medical framework for a practice that was both frequent and risky, ensuring equal and safe access to the procedure"", ""option_c"": ""To establish a national registry of women who have undergone abortion"", ""option_d"": ""To impose stricter penalties on healthcare professionals who refuse to perform abortions"", ""correct_option"": ""B""}","Management","What is the primary purpose of the 1975 Veil law in France regarding voluntary interruption of pregnancy?","To restrict access to abortion and protect the rights of the unborn","To provide a medical framework for a practice that was both frequent and risky, ensuring equal and safe access to the procedure","To establish a national registry of women who have undergone abortion","To impose stricter penalties on healthcare professionals who refuse to perform abortions","b"
"OIC-009-14-B","{""question"": ""According to the law, what are the two conditions under which voluntary termination of a pregnancy for medical reasons can take place without any time limit?"", ""option_a"": ""If the woman's health is at risk and the unborn child has a serious condition"", ""option_b"": ""If continuing the pregnancy would seriously endanger the woman's health or if there is a strong probability that the unborn child will suffer from a particularly serious condition recognised as incurable"", ""option_c"": ""If the woman is under 18 years old and the unborn child has a genetic disorder"", ""option_d"": ""If the pregnancy is a result of rape or incest and the woman's health is not at risk"", ""correct_option"": ""B""}",,"According to the law, what are the two conditions under which voluntary termination of a pregnancy for medical reasons can take place without any time limit?","If the woman's health is at risk and the unborn child has a serious condition","If continuing the pregnancy would seriously endanger the woman's health or if there is a strong probability that the unborn child will suffer from a particularly serious condition recognised as incurable","If the woman is under 18 years old and the unborn child has a genetic disorder","If the pregnancy is a result of rape or incest and the woman's health is not at risk","b"
"OIC-009-15-B","{""question"": ""What is the primary purpose of prenatal diagnosis as specified by the Bioethics Act of 1994 in France?"", ""option_a"": ""To satisfy the desire for 'perfect' children"", ""option_b"": ""To prevent or treat a particularly serious condition, in the interests of the unborn child"", ""option_c"": ""To provide a means for sex selection"", ""option_d"": ""To allow for the detection of any genetic anomaly, regardless of severity"", ""correct_option"": ""B""}",,"What is the primary purpose of prenatal diagnosis as specified by the Bioethics Act of 1994 in France?","To satisfy the desire for 'perfect' children","To prevent or treat a particularly serious condition, in the interests of the unborn child","To provide a means for sex selection","To allow for the detection of any genetic anomaly, regardless of severity","b"
"OIC-009-16-B","{""question"": ""What is the primary justification for pre-implantation diagnosis (PGD) according to the CCNE's position?"", ""option_a"": ""To select embryos for personal convenience, such as choosing the sex of the child"", ""option_b"": ""To search for immunological compatibility with a sick elder child"", ""option_c"": ""The birth of a child free from a serious genetic disorder that threatens him or her"", ""option_d"": ""To balance the sexes in a family"", ""correct_option"": ""C""}","Management","What is the primary justification for pre-implantation diagnosis (PGD) according to the CCNE's position?","To select embryos for personal convenience, such as choosing the sex of the child","To search for immunological compatibility with a sick elder child","The birth of a child free from a serious genetic disorder that threatens him or her","To balance the sexes in a family","c"
"OIC-009-17-A","{""question"": ""What is the primary ethical challenge when informing patients about their end-of-life care?"", ""option_a"": ""Providing false information to alleviate emotional distress"", ""option_b"": ""Providing honest and clear information while respecting patients' autonomy"", ""option_c"": ""Withholding information to prevent patients from becoming overwhelmed"", ""option_d"": ""Only providing information to patients who explicitly request it"", ""correct_option"": ""B""}","Definition","What is the primary ethical challenge when informing patients about their end-of-life care?","Providing false information to alleviate emotional distress","Providing honest and clear information while respecting patients' autonomy","Withholding information to prevent patients from becoming overwhelmed","Only providing information to patients who explicitly request it","b"
"OIC-009-18-A","{""question"": ""What is the primary intention behind the 'double effect' argument in the context of end-of-life care?"", ""option_a"": ""To intentionally cause death as a means to end suffering"", ""option_b"": ""To relieve suffering as the primary goal, even if it may unintentionally shorten life"", ""option_c"": ""To prioritize the protection of life over the relief of suffering"", ""option_d"": ""To refuse all medical treatment in terminal cases"", ""correct_option"": ""B""}",,"What is the primary intention behind the 'double effect' argument in the context of end-of-life care?","To intentionally cause death as a means to end suffering","To relieve suffering as the primary goal, even if it may unintentionally shorten life","To prioritize the protection of life over the relief of suffering","To refuse all medical treatment in terminal cases","b"
"OIC-009-19-B","{""question"": ""Who has the final decision regarding continuing, limiting, or stopping treatment for a patient unable to express themselves at the end of their life?"", ""option_a"": ""The patient's family and close friends"", ""option_b"": ""The medical team as a whole"", ""option_c"": ""The doctor in charge of the patient"", ""option_d"": ""An external consultant doctor"", ""correct_option"": ""C""}","Management","Who has the final decision regarding continuing, limiting, or stopping treatment for a patient unable to express themselves at the end of their life?","The patient's family and close friends","The medical team as a whole","The doctor in charge of the patient","An external consultant doctor","c"
"OIC-009-20-B","{""question"": ""According to the law of 22 April 2005 on patients' rights and the end of life, what is the primary purpose of advance directives?"", ""option_a"": ""To appoint a trusted support person for medical decision-making"", ""option_b"": ""To refuse care that appears to be useless, disproportionate, or having no effect other than the artificial maintenance of life"", ""option_c"": ""To ensure the continuation of life-sustaining treatment at all costs"", ""option_d"": ""To prioritize the opinions of family members over those of the patient"", ""correct_option"": ""B""}","Definition","According to the law of 22 April 2005 on patients' rights and the end of life, what is the primary purpose of advance directives?","To appoint a trusted support person for medical decision-making","To refuse care that appears to be useless, disproportionate, or having no effect other than the artificial maintenance of life","To ensure the continuation of life-sustaining treatment at all costs","To prioritize the opinions of family members over those of the patient","b"
